ID,Interlocutore,Frase,Sentiment,Dominant_Sentiment,Emotion,Dominant_Emotion
1324,sg,non c’è dubbio. grazie anche a voi dottore. grazie per la sua gentilezza. grazie. grazie. grazie. cosa vi devo direha detto “ io per scendere dudu. dududà. ”. gli ho detto “ oh io non l’ho sentito il telefono “,"Negative: 0.0001736%,
Neutral: 0.0176208%,
Positive: 0.9822057%",POSITIVE,"'anger', (0.0001277),
 'fear', (0.0001950),
 'joy', (0.9994184),
 'sadness', (0.0002588)",joy
1324,an,"va bene, tu ormai con lui già l’avevi preso l’appuntamento cosa facevain ogni modova bene. pensi che per domani si prende l’appuntamento? ","Negative: 0.0003653%,
Neutral: 0.0971004%,
Positive: 0.9025343%",POSITIVE,"'anger', (0.0000997),
 'fear', (0.0002406),
 'joy', (0.9993033),
 'sadness', (0.0003564)",joy
1324,sg,speriamo. perché mi sono scocciata io. perché stare una giornata intera con il nervosismo che ti prende per nulla a me. ,"Negative: 0.9895347%,
Neutral: 0.0091080%,
Positive: 0.0013573%",NEGATIVE,"'anger', (0.0018739),
 'fear', (0.0033099),
 'joy', (0.0002111),
 'sadness', (0.9946051)",sadness
1324,sg,"nessuno mi da niente, nessuno si preoccupa di me. sono io che mi devo preoccupare degli altri. adesso sto nervosa e me la prendo con tutti. ma con te non me la prendo, non ti preoccupare. ","Negative: 0.9947125%,
Neutral: 0.0043117%,
Positive: 0.0009759%",NEGATIVE,"'anger', (0.0008258),
 'fear', (0.9864564),
 'joy', (0.0011321),
 'sadness', (0.0115858)",fear
1324,an,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1326,an,uno è stato denunciato. qua è un problema adesso. ,"Negative: 0.9800873%,
Neutral: 0.0194983%,
Positive: 0.0004144%",NEGATIVE,"'anger', (0.0012965),
 'fear', (0.9715513),
 'joy', (0.0006828),
 'sadness', (0.0264695)",fear
1326,an,eh inutile che fate. ,"Negative: 0.9905448%,
Neutral: 0.0091502%,
Positive: 0.0003051%",NEGATIVE,"'anger', (0.9972498),
 'fear', (0.0001880),
 'joy', (0.0001163),
 'sadness', (0.0024458)",anger
1326,sg,"scusa, ma tu ti stai arrabbiando. ti stai arrabbiando con me? ","Negative: 0.9928735%,
Neutral: 0.0067171%,
Positive: 0.0004093%",NEGATIVE,"'anger', (0.9986914),
 'fear', (0.0008041),
 'joy', (0.0000833),
 'sadness', (0.0004212)",anger
1326,an,e con chi signora. mi devo arrabbiare. ,"Negative: 0.9919255%,
Neutral: 0.0078821%,
Positive: 0.0001924%",NEGATIVE,"'anger', (0.9993235),
 'fear', (0.0002659),
 'joy', (0.0001184),
 'sadness', (0.0002922)",anger
1326,sg,"si, si. ionon ci sono problemi, perché io. io non so nulla, cioè non ho fatto nulla. ","Negative: 0.9437904%,
Neutral: 0.0553690%,
Positive: 0.0008407%",NEGATIVE,"'anger', (0.2125243),
 'fear', (0.0045650),
 'joy', (0.0003536),
 'sadness', (0.7825572)",sadness
1326,an,non mi volete capire signora. ,"Negative: 0.5774640%,
Neutral: 0.4164733%,
Positive: 0.0060627%",NEGATIVE,"'anger', (0.9988084),
 'fear', (0.0002403),
 'joy', (0.0001008),
 'sadness', (0.0008504)",anger
1326,an,"il problema è questo come deve giustificare questa denuncia, come si trova quest’assegno. quest’assegno glielo avete dato voi. ","Negative: 0.5156171%,
Neutral: 0.4808136%,
Positive: 0.0035693%",NEGATIVE,"'anger', (0.9982622),
 'fear', (0.0002817),
 'joy', (0.0000771),
 'sadness', (0.0013790)",anger
1326,sg,"si, non ci sono problemi per questo. lo posso dichiarare. ","Negative: 0.0021783%,
Neutral: 0.0431754%,
Positive: 0.9546463%",POSITIVE,"'anger', (0.0002544),
 'fear', (0.0011818),
 'joy', (0.0005684),
 'sadness', (0.9979955)",sadness
1326,an,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1326,sg,va bene. va bene. ,"Negative: 0.0001808%,
Neutral: 0.0058029%,
Positive: 0.9940163%",POSITIVE,"'anger', (0.0002036),
 'fear', (0.0035781),
 'joy', (0.3241928),
 'sadness', (0.6720256)",sadness
1328,t,"lo sto chiamando da stamattina, ma tiene il telefono spento. ","Negative: 0.9461324%,
Neutral: 0.0528236%,
Positive: 0.0010440%",NEGATIVE,"'anger', (0.0003591),
 'fear', (0.0047295),
 'joy', (0.0005749),
 'sadness', (0.9943365)",sadness
1328,an,"eheè. cerca di rintracciarlo. perché mi ha chiamato la banca, e mi ha comunicato che zambrano è fallito. è protestato.  ","Negative: 0.9569691%,
Neutral: 0.0425809%,
Positive: 0.0004499%",NEGATIVE,"'anger', (0.0005251),
 'fear', (0.0006103),
 'joy', (0.0003630),
 'sadness', (0.9985017)",sadness
1329,t,eheè. va bene. ,"Negative: 0.0004539%,
Neutral: 0.0166138%,
Positive: 0.9829322%",POSITIVE,"'anger', (0.0000753),
 'fear', (0.0005042),
 'joy', (0.9897217),
 'sadness', (0.0096988)",joy
1330,tina,"no niente ancora. gina infatti sto in banca adesso. non l’ho trovato non lo riesco a trovare, è morto è vivo. non lo so. poi adesso mi ha chiamato pure antonio (cefalo antonio convivente). infatti lui pure cambiò un assegno a uno (soldi che antonio cefalo ha dato a zambrano tramite cava antonio). 10. 000,00 euro e questo pure si è fatto protestare. comunque uno bordello dai ","Negative: 0.9658063%,
Neutral: 0.0334498%,
Positive: 0.0007439%",NEGATIVE,"'anger', (0.9979529),
 'fear', (0.0002320),
 'joy', (0.0001187),
 'sadness', (0.0016963)",anger
1330,gina,si questi assegni è un macello. io non li prendo più si salutano e si   risentiranno,"Negative: 0.0747573%,
Neutral: 0.1967237%,
Positive: 0.7285190%",POSITIVE,"'anger', (0.0548782),
 'fear', (0.0004898),
 'joy', (0.0005059),
 'sadness', (0.9441261)",sadness
1331,t,eheè. ancora non vado antonio. ,"Negative: 0.9456667%,
Neutral: 0.0523092%,
Positive: 0.0020242%",NEGATIVE,"'anger', (0.0011340),
 'fear', (0.0005809),
 'joy', (0.1548562),
 'sadness', (0.8434289)",sadness
1331,an,"no. no. è protestato, ed adesso tra poco mi arriva per posta l’assegno. ","Negative: 0.7101444%,
Neutral: 0.2882686%,
Positive: 0.0015870%",NEGATIVE,"'anger', (0.0590932),
 'fear', (0.0119229),
 'joy', (0.0006018),
 'sadness', (0.9283821)",sadness
1331,an,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1332,an,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1332,an,va benissimo. ,"Negative: 0.0001514%,
Neutral: 0.0012285%,
Positive: 0.9986202%",POSITIVE,"'anger', (0.0001215),
 'fear', (0.0001549),
 'joy', (0.9991567),
 'sadness', (0.0005669)",joy
1332,c,"non ti preoccupare prima di tutto, perché. comunque in ogni modo si risolve nel giro. se è come dicono. no? in due tre giorni si risolve. ","Negative: 0.0710473%,
Neutral: 0.3013259%,
Positive: 0.6276267%",POSITIVE,"'anger', (0.0008628),
 'fear', (0.9971235),
 'joy', (0.0010443),
 'sadness', (0.0009694)",fear
1332,an,va benissimo. ,"Negative: 0.0001514%,
Neutral: 0.0012285%,
Positive: 0.9986202%",POSITIVE,"'anger', (0.0001215),
 'fear', (0.0001549),
 'joy', (0.9991567),
 'sadness', (0.0005669)",joy
1332,c,va bene? ,"Negative: 0.0006747%,
Neutral: 0.3481078%,
Positive: 0.6512175%",POSITIVE,"'anger', (0.0001910),
 'fear', (0.0019204),
 'joy', (0.0226800),
 'sadness', (0.9752086)",sadness
1333,f,sono felice. ,"Negative: 0.0001553%,
Neutral: 0.0012044%,
Positive: 0.9986402%",POSITIVE,"'anger', (0.0001523),
 'fear', (0.0001569),
 'joy', (0.9993228),
 'sadness', (0.0003680)",joy
1333,c,sto a casa. felice. ,"Negative: 0.0000999%,
Neutral: 0.0019722%,
Positive: 0.9979279%",POSITIVE,"'anger', (0.0001351),
 'fear', (0.0001655),
 'joy', (0.9993735),
 'sadness', (0.0003259)",joy
1333,c,va bene. va bene. dai. ,"Negative: 0.0005289%,
Neutral: 0.0559873%,
Positive: 0.9434838%",POSITIVE,"'anger', (0.0000724),
 'fear', (0.0002276),
 'joy', (0.9987974),
 'sadness', (0.0009026)",joy
1333,f,si va bene. ,"Negative: 0.0002380%,
Neutral: 0.0027127%,
Positive: 0.9970493%",POSITIVE,"'anger', (0.0002280),
 'fear', (0.0039474),
 'joy', (0.0007842),
 'sadness', (0.9950405)",sadness
1334,t,ma cosa ho da vedere io del telefono. mimmo. (urla). ma cosa sono queste bugie. io queste bugie non le ammetto. mimmo. perché io non mi sono mai permessa di dire una cosa del genere. ma qualsiasi cosa vicino a te. ,"Negative: 0.9957141%,
Neutral: 0.0039630%,
Positive: 0.0003228%",NEGATIVE,"'anger', (0.6262807),
 'fear', (0.0006671),
 'joy', (0.0020425),
 'sadness', (0.3710097)",anger
1334,m,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1335,m,"no. no. io ho detto che abbiamo venduto della roba. peppinodella roba, a quell’amico tuo e non mi ha pagato. questo è il discorso. non gli ho detto null’altro. questo gli ho detto peppino. ","Negative: 0.9860663%,
Neutral: 0.0136716%,
Positive: 0.0002621%",NEGATIVE,"'anger', (0.9982514),
 'fear', (0.0005211),
 'joy', (0.0001571),
 'sadness', (0.0010704)",anger
1335,m,si ti sento peppino. ,"Negative: 0.6602877%,
Neutral: 0.3247588%,
Positive: 0.0149535%",NEGATIVE,"'anger', (0.0001524),
 'fear', (0.0001557),
 'joy', (0.9993742),
 'sadness', (0.0003177)",joy
1335,m,va bene. va bene. ,"Negative: 0.0001808%,
Neutral: 0.0058029%,
Positive: 0.9940163%",POSITIVE,"'anger', (0.0002036),
 'fear', (0.0035781),
 'joy', (0.3241928),
 'sadness', (0.6720256)",sadness
1335,m,no ma questo è normale. ,"Negative: 0.0007067%,
Neutral: 0.0765150%,
Positive: 0.9227784%",POSITIVE,"'anger', (0.0002943),
 'fear', (0.0009388),
 'joy', (0.0005941),
 'sadness', (0.9981728)",sadness
1335,p,adesso mangiamo insieme. (si accavallano le voci). perché lei magari. (si accavallano le voci). per questo io ci tengo che lo chiarisci pure con lei. dai. un bacione dai. ,"Negative: 0.0006404%,
Neutral: 0.3024915%,
Positive: 0.6968681%",POSITIVE,"'anger', (0.0000732),
 'fear', (0.0002130),
 'joy', (0.9966210),
 'sadness', (0.0030928)",joy
1336,an,"no, mi dovevate chiamare la mattina. io la mattina non ho ricevuto nessuna telefonata. io ho telefonato a maria rosa là. ","Negative: 0.9207780%,
Neutral: 0.0770024%,
Positive: 0.0022196%",NEGATIVE,"'anger', (0.0025462),
 'fear', (0.0008595),
 'joy', (0.0003491),
 'sadness', (0.9962451)",sadness
1336,an,"io ho telefonato due volte. là. una volta alle dodici e mezza, ed una volta all’una meno un quarto. perché mi hanno detto che tu non ci stavi non ci stava non so chi. e compagnia bella. ","Negative: 0.8476064%,
Neutral: 0.1512585%,
Positive: 0.0011351%",NEGATIVE,"'anger', (0.0012279),
 'fear', (0.0005721),
 'joy', (0.0008391),
 'sadness', (0.9973609)",sadness
1336,an,"si, ma non mi hanno fatto sapere niente. ne dove dovevo andare e nemmeno l’orario. e compagnia bella. siamo rimasti che io dovevo venire a firmare, però la mattina me lo dovevate fare sapere voi. ","Negative: 0.0023191%,
Neutral: 0.0190930%,
Positive: 0.9785880%",POSITIVE,"'anger', (0.1022305),
 'fear', (0.0018926),
 'joy', (0.0006968),
 'sadness', (0.8951802)",sadness
1336,c,"va bene. adesso parlo con tina per metterla a conoscenza. perché lei non lo sa nemmeno. comunque, così è. va bene. ","Negative: 0.0005670%,
Neutral: 0.0384479%,
Positive: 0.9609851%",POSITIVE,"'anger', (0.0000498),
 'fear', (0.0008007),
 'joy', (0.9941170),
 'sadness', (0.0050325)",joy
1336,an,va bene.   ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1337,an,ahaà. va bene. ,"Negative: 0.0004572%,
Neutral: 0.0092947%,
Positive: 0.9902481%",POSITIVE,"'anger', (0.0000726),
 'fear', (0.0004007),
 'joy', (0.9929743),
 'sadness', (0.0065525)",joy
1337,an,si è meglio dopo domani. ,"Negative: 0.0013187%,
Neutral: 0.1972242%,
Positive: 0.8014572%",POSITIVE,"'anger', (0.0003788),
 'fear', (0.0006571),
 'joy', (0.0008670),
 'sadness', (0.9980971)",sadness
1337,sg,si. e va bene. poi ti faccio sapere lo stesso questa risposta quando ti chiamo più tardi. ,"Negative: 0.0012652%,
Neutral: 0.3596243%,
Positive: 0.6391104%",POSITIVE,"'anger', (0.0000555),
 'fear', (0.0005710),
 'joy', (0.9981582),
 'sadness', (0.0012154)",joy
1338,t,eheè. no. non hai capito. la signora (domestica). siccome io mi sono ritirata alle tre e mezza dice che stamattina a mezzogiorno all undici e mezza. è venuto un signore che si chiamava aldo. ma ho detto ma stiamo dando i numeri. quello me lo avrebbe detto se fosse venuto a casa mia. ma noi ci siamo sentiti alle undici e mezza come veniva a casa mia. ,"Negative: 0.6871362%,
Neutral: 0.3112355%,
Positive: 0.0016283%",NEGATIVE,"'anger', (0.0011493),
 'fear', (0.0018556),
 'joy', (0.0002951),
 'sadness', (0.9967000)",sadness
1338,al,eh impossibile. ,"Negative: 0.9605244%,
Neutral: 0.0391894%,
Positive: 0.0002863%",NEGATIVE,"'anger', (0.0016791),
 'fear', (0.0003376),
 'joy', (0.0007697),
 'sadness', (0.9972137)",sadness
1338,t,"mi è sorto questo dubbio, infatti ho pensato che tu stamattina sei venuto a casa, e ti seo dimenticato di dirmelo.   ","Negative: 0.9841006%,
Neutral: 0.0152720%,
Positive: 0.0006275%",NEGATIVE,"'anger', (0.0002325),
 'fear', (0.0011905),
 'joy', (0.0013884),
 'sadness', (0.9971886)",sadness
1339,g,"dovevo venire, ma non sono venuto. ","Negative: 0.8448070%,
Neutral: 0.1544109%,
Positive: 0.0007821%",NEGATIVE,"'anger', (0.0005911),
 'fear', (0.0003765),
 'joy', (0.0006740),
 'sadness', (0.9983584)",sadness
1339,t,"no perché ieri, io non c’ero, e mi ha detto la signora qua. “ quello è venuto aldo”. io stavo con aldo ieri ed era impossibile che aldo stesse qua. ","Negative: 0.9627727%,
Neutral: 0.0369223%,
Positive: 0.0003050%",NEGATIVE,"'anger', (0.0004148),
 'fear', (0.0004428),
 'joy', (0.0005422),
 'sadness', (0.9986003)",sadness
1339,g,io con aldo non ci ho parlato proprio. aldo non. ,"Negative: 0.7761266%,
Neutral: 0.2221944%,
Positive: 0.0016790%",NEGATIVE,"'anger', (0.0006503),
 'fear', (0.0005119),
 'joy', (0.0017279),
 'sadness', (0.9971099)",sadness
1339,g,no. no. assolutamente. io prima ho chiamato a casa e mi sono fatto dare il numero del telefonino. assolutamente non sono venuto con aldo. ,"Negative: 0.9925788%,
Neutral: 0.0070725%,
Positive: 0.0003487%",NEGATIVE,"'anger', (0.0009577),
 'fear', (0.0007532),
 'joy', (0.0003260),
 'sadness', (0.9979631)",sadness
1339,t,no. no. lo so. io ieri stavo con aldo. cioè ti stavo dicendo “ che la signora mi ha detto che ieri è venuto un signore che mi cercava e si chiamava aldo “ - ,"Negative: 0.5180522%,
Neutral: 0.4805589%,
Positive: 0.0013890%",NEGATIVE,"'anger', (0.0003012),
 'fear', (0.0016901),
 'joy', (0.0013243),
 'sadness', (0.9966844)",sadness
1339,g,va benissimo. ,"Negative: 0.0001514%,
Neutral: 0.0012285%,
Positive: 0.9986202%",POSITIVE,"'anger', (0.0001215),
 'fear', (0.0001549),
 'joy', (0.9991567),
 'sadness', (0.0005669)",joy
1340,t,eheè. nemmeno io. comunque. quello poi è caduta la linea e non ha detto niente più. no. perché io non capivo. “ lui ha  detto io sono il cugino di aldo quello di san paolo”. io gli ho detto va bene allora io domando ad aldo. invece lui mi ha detto. “ no. no  cosa ci azzecca aldo”,"Negative: 0.9178159%,
Neutral: 0.0815840%,
Positive: 0.0006001%",NEGATIVE,"'anger', (0.9989024),
 'fear', (0.0001786),
 'joy', (0.0001048),
 'sadness', (0.0008141)",anger
1340,al,e se è qualcun altro. scema. ,"Negative: 0.9171365%,
Neutral: 0.0821901%,
Positive: 0.0006733%",NEGATIVE,"'anger', (0.9992476),
 'fear', (0.0001566),
 'joy', (0.0001258),
 'sadness', (0.0004702)",anger
1340,t,va bene adesso vado a casa. ,"Negative: 0.0005157%,
Neutral: 0.1756358%,
Positive: 0.8238485%",POSITIVE,"'anger', (0.0004380),
 'fear', (0.0004588),
 'joy', (0.0006488),
 'sadness', (0.9984543)",sadness
1341,t,"(una bella macchina, la macchina era grossa. dice speranza). dice la macchina grossa. la senti? ieri pomeriggio quando mi sono ritirata, dopo che ho visto a te. la signora mi ha riferito “ sono venute due persone con una macchina. ha detto sono aldo”. io ho detto gesù. io adesso l’ho visto come mai. perciò io ieri ti ho telefonato. poi oggi sono passata per l’ufficio e mia nipote mi ha detto “ zia quello ha chiamato un signore ed ha detto di essere aldo che ti cercava, e voleva il nuero del tuo telefonino. io non glielo volevo dare . quello ha detto che era urgente “. infatti quello poi mi ha chiamato. aldo?  ","Negative: 0.0067744%,
Neutral: 0.2237368%,
Positive: 0.7694888%",POSITIVE,"'anger', (0.0003938),
 'fear', (0.0029824),
 'joy', (0.0702269),
 'sadness', (0.9263968)",sadness
1341,al,ma facile che si tratta di quell’assegno dei mobili quello di. ,"Negative: 0.0124847%,
Neutral: 0.3273481%,
Positive: 0.6601673%",POSITIVE,"'anger', (0.0001164),
 'fear', (0.0025051),
 'joy', (0.9908882),
 'sadness', (0.0064903)",joy
1341,t,"boò. non lo tiene. loro non lo tenevano. hai capito? comunque, quello poi è caduta la linea. ha detto “ io sono il cugino di aldo, mi dovreste girare l’assegno”  ","Negative: 0.9706110%,
Neutral: 0.0291354%,
Positive: 0.0002536%",NEGATIVE,"'anger', (0.9795405),
 'fear', (0.0004861),
 'joy', (0.0001251),
 'sadness', (0.0198484)",anger
1341,t,io l’ho capito che gli dovevo girare l’assegno. “ eheè. gli ho detto allora adesso lo dico ad aldo”. ha detto “ no. no. no. cosa ci azzecca aldo”. eh caduta la linea. hai capito. ma dico io quello veniva a casa mia. come faceva a sapere dove abitavo io?  ,"Negative: 0.6069154%,
Neutral: 0.3909692%,
Positive: 0.0021155%",NEGATIVE,"'anger', (0.9949351),
 'fear', (0.0002984),
 'joy', (0.0000923),
 'sadness', (0.0046742)",anger
1341,t,hai capito un poco. tu ti devi informare un poco. io lo devo sapere chi cazzo sono. ,"Negative: 0.9455258%,
Neutral: 0.0521310%,
Positive: 0.0023433%",NEGATIVE,"'anger', (0.9993300),
 'fear', (0.0001803),
 'joy', (0.0001476),
 'sadness', (0.0003421)",anger
1341,al,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1341,t,va bene?,"Negative: 0.0006747%,
Neutral: 0.3481078%,
Positive: 0.6512175%",POSITIVE,"'anger', (0.0011255),
 'fear', (0.9758266),
 'joy', (0.0020905),
 'sadness', (0.0209576)",fear
1342,a,"buongiorno signora, sono antonio. ","Negative: 0.0001712%,
Neutral: 0.0467495%,
Positive: 0.9530792%",POSITIVE,"'anger', (0.0001097),
 'fear', (0.0002078),
 'joy', (0.9993369),
 'sadness', (0.0003455)",joy
1342,a,"ed allora ad un certo punto. adesso ad esempio, io potevo già darlo in pagamento, pure per realizzare pure io.   ","Negative: 0.0118872%,
Neutral: 0.3380734%,
Positive: 0.6500394%",POSITIVE,"'anger', (0.0597240),
 'fear', (0.0041259),
 'joy', (0.0008023),
 'sadness', (0.9353478)",sadness
1342,t,"va bene, ma quello non è mio non sono. forse non ci spieghiamo. io non lo so, l’assegno è mio.   ","Negative: 0.9602050%,
Neutral: 0.0386494%,
Positive: 0.0011456%",NEGATIVE,"'anger', (0.9753727),
 'fear', (0.0005168),
 'joy', (0.0001397),
 'sadness', (0.0239707)",anger
1342,t,"eheè. eheèquesto lo so, lo so. io gli ho fatto il piacere di fargli l’assegno ","Negative: 0.0003658%,
Neutral: 0.0492964%,
Positive: 0.9503378%",POSITIVE,"'anger', (0.0001241),
 'fear', (0.0001905),
 'joy', (0.9994156),
 'sadness', (0.0002698)",joy
1342,a,"no. io non è che poi allora. ad un certo punto. 3500. altri 2000 - altri 7500. io sto a 20. 000 euro di debiti con loro, signora avete capito? ","Negative: 0.7909620%,
Neutral: 0.2065396%,
Positive: 0.0024985%",NEGATIVE,"'anger', (0.9524743),
 'fear', (0.0015262),
 'joy', (0.0001312),
 'sadness', (0.0458681)",anger
1342,t,avete ragione. voi avete pienamente ragione. ma io vi posso corrispondere solo di quella là che voi sapete. ,"Negative: 0.0012270%,
Neutral: 0.0133227%,
Positive: 0.9854504%",POSITIVE,"'anger', (0.0001557),
 'fear', (0.0002167),
 'joy', (0.9993553),
 'sadness', (0.0002724)",joy
1342,a,"signora, voi non mi conoscete, chi sonocome sono fatto io. io sono una persona per bene, per l’amor di dio. (sorride). ","Negative: 0.0001561%,
Neutral: 0.0070297%,
Positive: 0.9928144%",POSITIVE,"'anger', (0.0001242),
 'fear', (0.0001561),
 'joy', (0.9972034),
 'sadness', (0.0025163)",joy
1342,a,"no. no. non mi sarei mai permesso. a me, mi hanno dato il numero. ","Negative: 0.8795856%,
Neutral: 0.1190854%,
Positive: 0.0013289%",NEGATIVE,"'anger', (0.0003281),
 'fear', (0.0003521),
 'joy', (0.0057314),
 'sadness', (0.9935883)",sadness
1342,a,questo è il telefono della macchina. non è il mio telefonino. perché non ve lo do il mio. perché il mio sta sempre. ,"Negative: 0.9759207%,
Neutral: 0.0208649%,
Positive: 0.0032144%",NEGATIVE,"'anger', (0.0032901),
 'fear', (0.0004858),
 'joy', (0.0004905),
 'sadness', (0.9957337)",sadness
1342,a,eheè. va bene. ,"Negative: 0.0004539%,
Neutral: 0.0166138%,
Positive: 0.9829322%",POSITIVE,"'anger', (0.0000753),
 'fear', (0.0005042),
 'joy', (0.9897217),
 'sadness', (0.0096988)",joy
1342,a,"pure io non lo so, signora. sono venute delle persone che lo cercavano. lo sto chiamando da stamattina non risponde a nessuno. ","Negative: 0.9771180%,
Neutral: 0.0217758%,
Positive: 0.0011063%",NEGATIVE,"'anger', (0.0006547),
 'fear', (0.0010475),
 'joy', (0.0004218),
 'sadness', (0.9978760)",sadness
1342,t,infatti è così. ,"Negative: 0.0022488%,
Neutral: 0.3673740%,
Positive: 0.6303772%",POSITIVE,"'anger', (0.0006711),
 'fear', (0.0005619),
 'joy', (0.3748697),
 'sadness', (0.6238973)",sadness
1342,t,no. no. quello mi chiama sette/ otto volte al giorno. no. no. non è così. ,"Negative: 0.9836029%,
Neutral: 0.0160524%,
Positive: 0.0003447%",NEGATIVE,"'anger', (0.0004979),
 'fear', (0.0007897),
 'joy', (0.0004038),
 'sadness', (0.9983085)",sadness
1342,a,eheè. eheè. va bene. (sorride) ,"Negative: 0.0001865%,
Neutral: 0.0092542%,
Positive: 0.9905593%",POSITIVE,"'anger', (0.0000827),
 'fear', (0.0001836),
 'joy', (0.9991487),
 'sadness', (0.0005849)",joy
1342,t,va bene. ciao. ciao. ,"Negative: 0.0006573%,
Neutral: 0.2912005%,
Positive: 0.7081422%",POSITIVE,"'anger', (0.0001398),
 'fear', (0.0001989),
 'joy', (0.9994076),
 'sadness', (0.0002536)",joy
1343,t,perché ti stava chiamando il telefono era sempre spento. ,"Negative: 0.8613648%,
Neutral: 0.1381661%,
Positive: 0.0004691%",NEGATIVE,"'anger', (0.0004367),
 'fear', (0.0015553),
 'joy', (0.0003142),
 'sadness', (0.9976938)",sadness
1343,al,sto a mugnano. ,"Negative: 0.8296423%,
Neutral: 0.1686622%,
Positive: 0.0016955%",NEGATIVE,"'anger', (0.0034551),
 'fear', (0.0003235),
 'joy', (0.0035841),
 'sadness', (0.9926373)",sadness
1343,t,non era questo che mi ha chiamato oggi. ,"Negative: 0.9277750%,
Neutral: 0.0707803%,
Positive: 0.0014448%",NEGATIVE,"'anger', (0.0001374),
 'fear', (0.0001578),
 'joy', (0.9986517),
 'sadness', (0.0010531)",joy
1344,t,"si, ma quello ci. non vi preoccupate, riesco a venire. ","Negative: 0.0392046%,
Neutral: 0.1325212%,
Positive: 0.8282743%",POSITIVE,"'anger', (0.0002001),
 'fear', (0.0011847),
 'joy', (0.0051226),
 'sadness', (0.9934925)",sadness
1345,t,ahaà - va bene. la è destra hai sbagliato. ,"Negative: 0.9617711%,
Neutral: 0.0376655%,
Positive: 0.0005634%",NEGATIVE,"'anger', (0.0004697),
 'fear', (0.0137318),
 'joy', (0.5715038),
 'sadness', (0.4142946)",joy
1345,al,"sali la via. io ti vedo, sto in mezzo alla via. ","Negative: 0.0006513%,
Neutral: 0.3956713%,
Positive: 0.6036773%",POSITIVE,"'anger', (0.0001186),
 'fear', (0.0001981),
 'joy', (0.9994037),
 'sadness', (0.0002797)",joy
1345,t,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1346,t,ahaà. io adesso sono rientrata. mi hanno detto che è venuto un’altra volta quella persona qua. mi devi fare il piacere devi vedere se è lui. ,"Negative: 0.0015668%,
Neutral: 0.2955977%,
Positive: 0.7028356%",POSITIVE,"'anger', (0.0002218),
 'fear', (0.0005076),
 'joy', (0.9155728),
 'sadness', (0.0836978)",joy
1346,al,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
1347,e,signora buon giorno sono erasmo. ,"Negative: 0.0000974%,
Neutral: 0.0068404%,
Positive: 0.9930622%",POSITIVE,"'anger', (0.0001634),
 'fear', (0.0001868),
 'joy', (0.9994123),
 'sadness', (0.0002374)",joy
1347,t,ahaà. erasmo buon giorno. ,"Negative: 0.0000855%,
Neutral: 0.0047806%,
Positive: 0.9951339%",POSITIVE,"'anger', (0.0001544),
 'fear', (0.0001981),
 'joy', (0.9994216),
 'sadness', (0.0002258)",joy
1347,e,signora tutto a posto. è arrivata la macchina. ,"Negative: 0.0004198%,
Neutral: 0.0173737%,
Positive: 0.9822065%",POSITIVE,"'anger', (0.0002257),
 'fear', (0.0009953),
 'joy', (0.0017254),
 'sadness', (0.9970536)",sadness
1347,e,adesso è arrivata la macchina. se non arrivava la macchina come facevo. adesso mi serve. ,"Negative: 0.4974208%,
Neutral: 0.4251954%,
Positive: 0.0773838%",NEGATIVE,"'anger', (0.0067117),
 'fear', (0.0009093),
 'joy', (0.0001964),
 'sadness', (0.9921826)",sadness
