tweet_text,sentiment
@ManUtd_english @psithrisma @Cristiano @psithrisma sei una persona orribile.,negative
@pieromilano1 @OfficialRadja Fisicamente https://t.co/MmY5tpU8S7 non parlo a livello atletico .proprio fisico .3/4 kg in piÃ¹ Ã¨ inaccettabile per un professionista .ha un culo che porco dio sembra quello di mia nonna .e mia nonna pesa 150kg,negative
@realvarriale @KMbappe @G_Higuain @PauDybala_JR Io mi chiedo perchÃ© ancora parli di pallone provochi con frasi stupide da giornalaio di periferia ti dovrebbero togliere il patentino fazioso come non pochi.. meglio figura ha fatto il tuo amico Maradona invece buffone che non sei altro,negative
"@edozjg86 @FCBarcelona @Rafinha @ChampionsLeague Concordo, le ultime nostre partecipazioni non erano il massimo. Vorrei andarci con la consapevolezza di avere una squadra davvero forte",negative
"@LucaMarelli72 @kkoulibaly26 L'ho scritto piÃ¹ volte,non esiste un protocollo Var.Gli arbitri lo usano a loro piacimento,Ã¨ chiaro che il giallo a Banti sia stato sugerito,cosÃ¬ non https://t.co/oEfX3copED var strumento utilissimo lo stanno rendendo poco credibile.",negative
"@juventusfc @RodriiBentancur Dormi, dormi...sei vergognoso! #AllegriVattene",negative
"@Isa_bella_dr @OfficialRadja Abbiamo sempre lasciato fare a tutti quello che volevano e i risultati non sono mai arrivati. Se la societÃ  ha deciso cosÃ¬, va bene. Tolleranza zero per tutti. E comunque dispiace anche a me... ma almeno proviamo a dare una svolta",negative
@cicciovalenti @OfficialRadja Io ho sentito l audio ed Ã¨ lui ragazzi... C'Ã¨ poco da dire.... Sinceramente dispiace e c'Ã¨ amarezza... Nn pensavo s comportasse cosÃ¬... Per me puÃ² andarsene... Zero rispetto verso noi tifosi.,negative
@Andrea_Radic @Cristiano Quanto spreco per uno che mangia solo insalata scondita e bresaola .,negative
@MarioMandzukic9 Grande Super Mario! Dispiace per i nostri HD ma il loro C.T. Ã¨ stupido! Forza #MM17,negative
"@TUTTOINTER @Inter @OfficialRadja Non funziona cosÃ¬, purtroppo.",negative
"Povero Salah, una finale importante, non doveva succedere. Tutta colpa Ramos, quando va fuori dai coglioni. L'altro anno ha fatto espellere @Cuadrado https://t.co/L6s8zmMUHn",negative
@Chiara_1D_LM @juventusfc @PauDybala_JR @G_Higuain Il terremoto e piÃ¹ cattivo quello viene di notte con le scarpe tt rotte e vi rompe tt le casette e magari fa anche qualche morto invece la lava va pian pianino a voglia a scappaÂ ?????,negative
@DiMarzio @TRE3UNO3 Ma manco hanno giocato 5 min higuain e basta...mi sÃ¡ che il @MarioMandzukic9 te lo trovi in finale,negative
"@MauroIcardi Partita falsata....inter e troppo scarsa non vinceva co koulibaly in campo! Ripetiamola e Mazzoleni poi e di Bergamo a pochi passi (km) da milano e illegale, solo in Italia succede#corrotti",negative
"@realvarriale @sscnapoli @kkoulibaly26 Due errori non si compensano, sono due errori. Per fortuna l'arbitro ne commette solo uno, sui buuu razzisti, perchÃ© quell'applauso lÃ¬ Ã¨ espulsione sempre. E non si puÃ² far passare il messaggio che ci vuole ""tolleranza"".
https://t.co/IxjOcFyVRl",negative
@tackleduro @douglascosta @Lor_Insigne ????sei un idiota!! Fazioso e antijuventino,negative
"@kkoulibaly26 Sono tifoso interista e mi dispiace per quanto Ã¨ successo. Non siamo in un paese civile. Bisogna prenderne atto. Azzerare tutto e ripartire dalle scuole, educare i bambini al rispetto del prossimo. Onore a Koulibaly.",negative
"@marybelva @realvarriale @gallobelotti Certo, ma ovviamente e come ho scritto prima non frega niente a nessuno perchÃ© non c'Ã¨ la Juve di mezzo. Ne tantomeno a questa sorta di pseudo giornalista della Rai, che dovrebbe essere imparziale, pagato con soldi pubblici. Personaggio pietoso??",negative
"@OfficialASRoma vendi @OfficialRadja e prendi sta pippa di Santon! SocietÃ  di merda, me fate schifo https://t.co/GBtNgbnmzG",negative
"Sul @napolista non ho trovato un rigo vagamente ironico sulla news di @Cristiano che voleva andare al Napoli prima di ripiegare sulla Juve. Ecco,grazie ad una certa cultura, hanno restistito un po'di piÃ¹ di altri, ma alla fine sono caduti anche loro nella follia di quell'ambiente",negative
"@MarcelloChirico @OfficialASRoma @MarioMandzukic9 @juventusfc Marcello, a voler essere pignoli, il secondo tempo di ieri lo abbiamo giocato male..per mezz ora non siamo riusciti a ripartire ed Ã¨ un aspetto da migliorare..gol annullati per me ridicoli..
#FinoAllaFine #ForzaJuve",negative
Hai rotto il cazzo di far cagare porcodio @10_luisalberto https://t.co/DExCUumecX,negative
@inter2010treble @realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain Ciao solo-cesso... Siete lo schifo del calcio... I perculati dal 1908... Il mio capitano Ã¨ libero di fare ciÃ² che vuole.... Tu non hai capitolo x parlare di lui.. Non ti devi permettere schifoso Merdazzurro..Senza onore e senza volore.. Cancellati dal pianeta terra... Sei inutile,negative
"@MarcelloChirico @juventusfc @Cristiano Eh, ma la societa' non investe",negative
@BBilanShit @joaome17 Mai stato degno di indossare questa maglia. Portaci i soldi e poi levati dai coglioni !!!!,negative
@RafAuriemma @MrAncelotti @sscnapoli @mbatshuayi Fino ad ora non ha dimostrato nulla. Panchina panchina e panchina al Chelsea... Cmq Ã¨ giovanissimo e spero di sbagliarmi...,negative
"@realvarriale @arekmilik9 @LFC @sscnapoli Ma quale sfortuna!!! Sono stati eliminati perchÃ© non hanno vinto a Belgrado, hanno preso gol al 92' con il PSG....Non Ã¨ sfortuna. Non ha ancora raggiunto una mentalitÃ  europea.",negative
"@pabloneapolis @diegocarecagol @douglascosta In caso i vostri deliri mentali (senza senso e senza prove) si rivelassero veri, beccheranno la Juventus e la rimanderanno in serie B e poi tornerÃ  piÃ¹ forte di prima, di nuovo mentre voi vi vantere dall'alto dei vostri 3 scudetti.",negative
@aguerosergiokun Coglione sciacquati la bocca prima di parlare del Papu che se non era perchÃ© ti chiavavi la figlia di Maradona adesso vendevi panini fuori dallo stadio merda!,negative
"PiÃ¹ che il ritorno di #Bonucci, vorrei il ritorno di @paulpogba! @juventusfc",negative
"Povero Pickford...hai detto dopo un contrasto a @MarioMandzukic9, ""get up u f.....ing...Twat""...e lui dopo 4 minuti ha segnato...tu sai che Mario Ã¨ l'Onnipotente...e la sua vendetta Ã¨ tremenda...",negative
"@il_Malpensante @bannamix1 @kkoulibaly26 Il non fare ricorso Ã¨ una stronzata, hanno deciso di punire gente innocente e te non fai nulla per tutelare i tuoi tifosi",negative
"@aleaus81 @OfficialASRoma @LFC @ChelseaFC @leonsfdo @Alissonbecker io spero tanto che rimanga, non voglio pensare ad altro, e soprattutto mi deluderebbe molto perchÃ© lo credevo un ragazzo serio e di parola invece di dimostrerebbe solo uno attaccato al Dio denaro anche lui",negative
"@nicolafavrin @sattamelissa @KPBofficial @YouTube Sono veramente disgustata dal leggere insulti cosÃ¬ squallidi. SolidarietÃ  a Melissa e spero tante querele a loro, Ã¨ ora di fargli passare la voglia...",negative
"Peggio di me, in questa vita, solo tu @G_Higuain. Quanta tristezza ?",negative
@OfficialRadja se contasse il pensiero dei tifosi saresti giÃ  ad allenarti con la @OfficialASRoma forza Ninja chi non ti ama per quello che sei non ti merita,negative
@OfficialRadja eri troppo romanista per questa societÃ . Ciao e in bocca al lupo.,negative
@bonucci_leo19 Opportunista di merda!!,negative
@DSportiva @Cristiano Mi sembra una enorme cazzata...da ultime notizie si sono parlati al telefono una trentina di volte...Mendes ha piena libertÃ  di azione...bisogna volare in Spagna non in Grecia,negative
"@danyATAC @Alissonbecker @scottex Immagino la donna che si farebbe infilare da James: ""questo si che Ã¨ un cazzo, mica come quello de mi marito""",negative
@OfficialASRoma @Fede2Fazio @Cristante @Hyundai_Italia Vergogna ladri! Solo rubando potevate vincere,negative
@digivals @SarJuve @Cristiano falso sarebbe stato ancora piÃ¹ difficile se avessi messo quella terza opzione,negative
"@musearte05 @paolo_gram @CarmineMagliac @ReDiCarpe @sscnapoli @simoneverdioff @G_Higuain Ma riempire un giocatore di vaffanculo quando ti fa gol fa parte del calcio. Ma finisce lÃ¬. All'ultimo gol lo abbiamo applaudito. Nulla da dire, se uno Ã¨ bravo Ã¨ bravo. Io capisco la rabbia vostra, la delusione. L ho provata per Bonucci. Ma dopo un mese Ã¨ passata. Non esiste piÃ¹",negative
@PauDybala_JR @juventusfc Ti devi ribellare cosÃ¬ sei inutile,negative
@kkoulibaly26 Vergognoso che non sia stata sospesa la partita. Per quanto riguarda le persone che hanno fatto i cori razzisti meritano di essere   trattati come dei vermi,negative
"@MauroIcardi La delusione andava manifestata al momento...troppo facile oggi, mi dispiace @kkoulibaly26 #InterNapoli @sscnapoli",negative
@leonardodeluca6 @haurahi13 @mauro_suma @lukamodric10 Tu sei una merda. Stai muto parassita,negative
"@juventusfc @Cristiano Che vergogna, ladri! https://t.co/SFQs6mJ2rZ",negative
"@ndostaturo @PauDybala_JR No vabbÃ¨ io non parlavo in questi termini. Dico che quando se ne andranno questi, cioÃ¨ tutti, giocheremo veramente con topolino e paperino... purtroppo alcune scelte non le condivido e ho paura che alcuni decideranno di andar via. Spero vivamente di essere smentito",negative
"@TuriCiulla64 @kkoulibaly26 Cazzo Salvo, ma ti fai fregare anche tu dalla Âmanipolazione dellÂinformazioneÂ? Sai che ero allo stadio. Credimi, han fatto buuu una volta. Una. E poi quando ha preso il rosso. La Âprostituzione intellettualeÂ vi sta friggendo il cervello",negative
@kkoulibaly26 Mi sono sempre vantato che gli interisti fossero diversi...mi devo ricredere!! La stupiditÃ  non ha confini...ti chiedo scusa,negative
"@kkoulibaly26 @dries_mertens14 Mi piace pensare che chi ti ha offeso lo ha fatto perchÃ© sei il piÃ¹ forte di tutti e ti teme.... Mi vergogno per loro, siamo nel 2018 e guardano ancora il colore della pelle.... Non ti curar di loro, se non hanno pace nel cuore giÃ  sono stati puniti",negative
"@MauroIcardi @lucarallo Che tristezza vedere il calcio, lo sport, rovinato dalla violenza e dal razzismo. Quelli che agiscono in questo modo non sono sportivi ma persone che usano gli stadi e le partite come pretesto per dare sfogo alla propria violenza interiore. ?",negative
@kkoulibaly26 Tutta la mia solidarieta. Davvero triste che ancora oggi ci siano razzisti nel mondo. E che le partite non vengano fermate di fronte a manifestazioni di razzismo sugli spalti. Ã diseducativo. Mentre lo sport serve a educare a certi valori,negative
"@morrisbauscia @architettura657 @SkySport @Lor_Insigne @KeitaBalde Io ho sempre ÂodiatoÂ le milanesi, da juventino.. ma ti giuro che mi mancano i duelli veri con loro invece che con sti esaltati! Sono una cosa insopportabile ??",negative
@Inter @YutoNagatomo5 Finalmente si Ã¨ levato dai coglioni pure quest altro cesso...a mai piÃ¹ bidone,negative
@realvarriale @sscnapoli @kkoulibaly26 Ã morto un tifoso dell'Inter e questo si preoccupa dei buuu razzisti....varriale il motivo Ã¨ uno solo... SIETE CALCISTICAMENTE INFERIORI! MA LO VUOI CAPIRE!,negative
"@tuttosport Ã¨ la parodia della merda, una sgommata sulle mutande del giornalismo sportivo. Che vergogna.

Perisic, Brozo, Strinic, Badelj e @dries_mertens14 giocano in Francia no? https://t.co/106cuXW54Z",negative
"@Matteo58362964 @douglascosta Tu di spezzato,frantumato giÃ  hai il cervello.",negative
"@KingSiuu @kkoulibaly26 Ci mancava il commento del mono neurone razzista, ma vai a cagare",negative
Poveri voi che siete convinti che i buu siano solo per razzismo e non per far innervosire uno dei difensori piÃ¹ forti in assoluto. #Koulibaly #internapoli il vero razzista dovrebbe fare a tutti buu compresi quella della propria squadra. #inter @kkoulibaly26 @Inter @sscnapoli,negative
@Cristiano ecco come si puÃ² cadere in basso andando alla juve. complimenti che delusione,negative
@kkoulibaly26 @demagistris Sono juventino perÃ² Ã¨ inaccettabile ! I razzisti non dovrebbe essere in stadio !!! #Notoracism,negative
"@Cr7Gobbo @SCollareda @Marcobaldo_ @rubylux04 @gobboveroefiero @ARTIKA_APM @juventusfc @Cristiano @sturaro_stefano @juventusfcen Che per trattare una materia, devi almeno capirne qualcosa...
Non dico studiata... Ma se giudichi un giocatore ""scarso"", mi aspetto che tu sappia almeno come si gioca, come si palleggia ecc",negative
@Pa_Tos83 @realvarriale @HKane Si ma Ã¨ un idiota e non si smentisce mai... dall'alto della sua arroganza e supponenza,negative
"Un giocatore non puÃ² festeggiare il compleanno della moglie (@wandaicardi27). Va a vedere una partita di nascosto dal club, seduto vicino al Vicepresidente.
Gli IMBARAZZANTI siete voi di @Gazzetta_it. 
GIU' LE MANI DA @MauroIcardi. #Icardi #prostituzioneintellettuale #giornalai",negative
"@realvarriale @arekmilik9 @dries_mertens14 @sscnapoli @BfcOfficialPage @kkoulibaly26 Mi puoi bloccare che non ne posso piÃ¹ di leggere queste cazzate ? Il pensiero che sei stipendiato anche con i miei soldi mi dÃ  il voltastomaco
Grazie",negative
@EstebanSerf @scar15385 @FCFSeleccionCol @ColoCot @acmilan @FALCAO Sfigato merdantino pensa alla tua squadretta di merde https://t.co/zCb69OtrDt,negative
"@RomaNelCervello @OfficialRadja Sono completamente d'accordo, ma ormai Ã¨ chiaro che a questa proprietÃ  l'appartenenza e l'attaccamento alla ""Magica"" sono dettagli e orpelli inutili... vogliono copiare lo ""stile"" della squadra del nord... e ci stanno riuscendo bene... forse... ma che tristezza...",negative
@kkoulibaly26 Sono interista ma non Ã¨ importante. CiÃ² che importa Ã¨ che mi dispiace per quello che Ã¨ successo stasera e per i cori che hai ricevuto. Cose vergognose che non dovrebbero accadere mai.,negative
"@ClaRossonero7 @AlvaroMorata GiÃ  sto coso sopravvalutato mi fa cagare, almeno che mi regali un Rolex",negative
@caronte78 @G_Higuain assolutamente non Ã¨ cosi'... Sarri Ã¨ voluto andare via ed il fatto che sia venuto Ancelotti ha alleviato la delusione.,negative
"@MarioCuomo17 @LeminaM_13 Uno dei giocatori che piÃ¹ ho odiato sportivamente, non mi piaceva proprio",negative
"@OfficialSSLazio @Acerbi_Fra @ciroimmobile @10_luisalberto Non riusciamo a chiudere una partita senza prendere gol! Quel mongolo di Bastos deve essere proprio cretino per commettere unÂingenuitÃ  simile, non capisco perchÃ© Ã¨ cosÃ¬ scemo! Al di lÃ  di tutto nella partita e per gennaio voglio un attaccante Ã¨ un difensore come si deve",negative
@realvarriale @KMbappe @G_Higuain @PauDybala_JR Deludenti in panchina? .... la tua antijuventinitÃ  ti annebbia il cervello... sei un porco maiale parassita schifoso.. vai a zappare verme.,negative
"@JeronimoPach3co @OfficialASRoma @Alissonbecker ""Questo Pirlo del quale si comincia a parlare al nord non vale neanche la metÃ  di D'agostino""
..... Sai chi lo disse?
Trani bei primi anni 2000 da Marione quando c'era solo Marione.

Di questi non ce n'Ã¨ uno che capisca di calcio.
Sono solo dei Cavallari.",negative
"@neymarjr sei di un ridicolo impensabile ..... il #Brasile meritÃ  qualcosa di piÃ¹ .... ma dal punto di vista della personalitÃ  perÃ² - sei un #clown disgustoso!
#BrasileMessico #maidiremondiali #Mediaset #gialappas",negative
@Tinas_17 @POD4177 @kkoulibaly26 Mi vergogno di loro. Mi spiace.,negative
"@RinoaFCB @FCBfemeni @liekemartens1 Fiiiiigooooooo @dries_mertens14 !

...ma non Ã¨ il 14...

Non Mi piace piÃ¹.",negative
@ParliamodiASR @OfficialRadja Ma perche ? Naingollan a sempre onorato la maglia ma la scorso anno non ha fato une granda partita.Non e piu un top player. E un signale forte della societa. Fidati a @leonsfdo e @MisterDiFra . Hanno demostrato loro qualita.,negative
"@kkoulibaly26 Sono Juventini,non amo molto il Napoli ed il suo presidente non mi Ã¨ molto https://t.co/9gmrzqbdpG non tollero minimamente nessun tipo di offese personali e razziste.Mi dispiace..Comunque  sei un grande e quanto vorrei vederti giocare a fianco di Chiellini.",negative
@Cristiano manda sto cazzo di messaggio che noi ci stiamo sentendo male. https://t.co/f3pFOzXBdN,negative
@leleadani @MuhammadAli @kkoulibaly26 Peccato che tifi per una squadra dove la maggioranza dei tifosi dimostra tutta la propria inciviltÃ  e ignoranza..dÂaltronde bisogna essere razzisti con i milanesi!!!..almeno in qualcosa siete alla pari con i torinesi juventini..belli esempi italiani!!!,negative
"@OfficialRadja spero che gli audio che girano non contengano davvero la tua voce
Altrimenti puoi andare a fare in culo.",negative
"@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain @realvarriale adesso hai veramente stufato !!! Invece Matuidi , Bentancur , Mandzukic e Costa dove sono ? Quanti calciatori ha quella mezza sequadretta che tifi ancora al mondiale ? Variele maiale cazzo sei pagato da noi ricordatelo",negative
"@ZiaPatRic @dries_mertens14 Ma non Ã© l'unico https://t.co/8E5jT6IEeJ e via cosÃ­, non posso copiarli tutti...?",negative
"@giusver91 @massimozampini LÂunica suma che conosco Ã¨ Marina, non ho idea se diriga Milan channel ... dicevo in generale... ognuno dovrebbe guardare i propri tesserati prima degli altri... ma vedere che ci si aspettano le scuse di @douglascosta fa capire che qualquadra non cosa molto bene...",negative
"@kkoulibaly26 #Koulibaly Questa mediocre #SerieA non ti merita,qui meritano di esserci personaggi impuniti da cartellini tipo #Bonucci #Pjanic #Benatia o quelli ke istruiscono i #Mazzoleni tipo #Chiellini o i sopravvalutati rivomitati in Italia come #Keita.Vai in #Premier",negative
"@OfficialAllegri E perchÃ© non hai speso una parola contro i cori razzisti ieri a Milano? @kkoulibaly26  SEI UNÂIPOCRITA, ed un FALSO MORALISTA...",negative
@Inter @ddambrosio @OfficialRadja Geniali!!!! Sito bloccato.. ma fatela vedere su Twitter su Facebook o su YouTube..,negative
@kingdeltwtpart @BenPavard28 Fa cagare,negative
@MedhiBenatia ma Ã¨ vero che @Cristiano ti ha violentato un altra volta.?!?! Che cattivone!!!! Ahahahhahah,negative
@joaome17 @selecaoportugal Vattene dall' Inter .. Non sei degno di indossare la nostra maglia,negative
"GiÃ  il mondiale senza Italia, Olanda ecc sarÃ  per me una noia. Se poi giocatori come @OfficialRadja non vengono convocati, allora sarÃ  proprio un mondiale inutile! https://t.co/jeiaTMFUvl",negative
@kkoulibaly26 Che c entra il colore della pelle?????? Vieni pagato anzi venite pagati voi calciatori enormemente... Questa Ã¨ una vergogna... Hai fatto una sciocchezza stop. Gli stadi sono un pieno di inciviltÃ  ma grazie proprio a questo che siete milionari.Sei immenso ma il gesto rimane grave,negative
@kkoulibaly26 @mara_sangiorgio se i booo sono effettivamente razzisti allora chi li ha fatti Ã¨ doppiamente stupido... dato che Asa e Keita indossano colori di chi pensava di insultarti... dal mio punto di vista potrei avercela con te solo perchÃ© ci hai purgati allo Stadium lo scorso anno... ma poi finisce lÃ¬,negative
"@Inter @OfficialRadja che puttanata, avete lo stile dei peggiori tamarri di periferia",negative
@juventusfc @Cristiano Vedervi perdere...e la faccia di minchia di allegri...non ha prezzo!,negative
@realvarriale @Milanistiblog @sscnapoli @kkoulibaly26 PerchÃ© Ã¨ un personaggio disgustoso.,negative
@birbantesplendi @OfficialASRoma @OfficialRadja non mi sembra nemmeno una questione di denaro... per me Ã¨ un errore imperdonabile. ci mancherÃ .,negative
@_Cinico2_ @CavalierCecconi @realvarriale @gallobelotti Siete l' antisportivitÃ  fatta persone... Che schifo.,negative
@DAZN_IT @chiellini @Javi_Pastore Sperando di riuscire a vederla senza le continue interruzioni... Vergogna!,negative
@OfficialASRoma @Cristante @Florenzi Che fatica!!!!! Una difesa disastrosa!!!,negative
"@Mark12355 @dondiegotheone @Strava78 @s_tamburini @il_Malpensante @AndreaGuera83 Se metÃ  di loro mi fa bloccato Ã¨ per quello.
Per lo stesso motivo per cui ho bloccato interisti.
Cazzo, anche io vorrei @Cristiano ma tra cercare di rimettere in sesto il tutto quando ti sei impegnato con UEFA a restare entro dei limiti e fare i cazzi tuoi ""eh ma il PSG li fa...""",negative
"@kkoulibaly26 Kalidou, scusa quella feccia e non abituartici mai.",negative
"Quando ho tempo da perdere
vado sui profili Vip di #instagram 
e ficco il naso sul num di follower e sui ÂseguitiÂ
Ad es. @Cristiano ha 135 milioni di follower e ne segue poco piÃ¹ di 300, tra cui sua madre
@ClaudioBaglioni ha 115mila follower e non segue nessuno, manco suo figlio",negative
"@janlucas1971 @kkoulibaly26 SÃ¬, assolutamente. Una forzatura non assegnarlo.",negative
"@Cristiano Come rovinare una stupenda carriera in un attimo , forse non sai che sei andato nel club piÃ¹ disonesto del Pianeta , che ha una maledizione da coppa che non finirÃ  Mai",negative
@deatoffees @CommunityCalcio @douglascosta Ti stai rendendo ridicolo.,negative
"La partita si puÃ² vincere o perdere nn Ã¨ quello il punto!
Il problema Ã¨ che un giocatore corretto come @kkoulibaly26 Ã¨ stato espulso dopo aver subito 80 minuti di buuuuuuuu razzisti! #Mazzoleni doveva sospendere la partita e tante cose nn sarebbero successe 
#SiamoTuttiKoulibaly https://t.co/9usP2xm2aD",negative
"@AlfredGom1s @kkoulibaly26 vero Alfred, mi dispiace, spero che a Ferrara tu ti senta a casa e che riceva l'affetto che ti davamo noi del Toro. Il razzismo Ã© la forma peggiore di stupiditÃ ",negative
@RobertoSavino10 @MCriscitiello Che figura di merda! Da quanto rosicava prima parlava di romanticismo poi ha persino  augurato a @Cristiano di rompersi! Uno spettacolo o?rendo che neanche su @QSVScalcio nn ho mai visto! #Accardi dovrebbe prima scusarsi e poi vergognarsi profondamente! @tvdellosport #VERGOGNA,negative
@alfred_vinci @fabri_firenze @StefaniaStefyss @OfficialAllegri @Cuadrado Ieri sera... abbiamo fatto schifo. Lo hanno visto tutti e non bastano solo gli ultimi 10 minuti finali giocati come si doveva fare...,negative
"@Inter @OfficialRadja Non ci voleva, adesso Radja salta tutta la preparazione....solita sfortuna",negative
"@Vittoscu @sscnapoli @SandroSca @juventusfc @douglascosta Su questo hai ragione, ma Douglas non lÂha detto o fatto, mi pare abbia inquadrato qualche deficiente che lÂha fatto...sei pregato di avere migliore opinione di me visto che non mi conosci e non ho fette di prosciutto su gli occhi.",negative
"@sharethegol @espositonino1 @Tatax68 @andrea_vadala @annatrieste @sscnapoli @Cristiano @mattinodinapoli siete feccia, disse il romano pure gobbo. munnezzone.",negative
"@kkoulibaly26 Tutto il mio sostegno, da juventino. Il problema purtroppo Ã¨ generalizzato a tutte le tifoserie ed Ã¨ simbolo dei tempi brutti che corrono nella nostra societÃ .",negative
@Pasky973 @AlvaroMorata Ma non ci va e'stato chiarissimo morata,negative
Non benissimo @bonucci_leo19 in occasione del secondo gol svizzero,negative
Caro @PauDybala_JR tu non giocherai mai e mi dispiace un sacco! https://t.co/s3nbc5VGkL,negative
"@pallina_22 @realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne Ha strappato la maglia????, sei ridicolo ma cosa hai visto , tu giustifichi i buuuu , sei razzista anche tu , poveraccio !",negative
"@musearte05 @paolo_gram @CarmineMagliac @ReDiCarpe @sscnapoli @simoneverdioff @G_Higuain Non lo so, ma queste sono scelte dell'allenatore. A me Ã¨ sembrato strano che Sarri non abbia concesso a un giocatore un applauso di ringraziamento. Ma evidentemente anche lÃ¬ sarÃ  successo qualcosa. Sarri aveva tutto il peso di una cittÃ  addosso. Forse ha preferito non rischiare",negative
@hakanc10 hai rotto il cazzo,negative
"I cori allo stadio sono sacrosanti.
Ma i cori razzisti contro @kkoulibaly26 qualificano voi, non lui.
Siete indegni.
#InterNapoli",negative
@bonucci_leo19 Vergogna,negative
"@realvarriale @songenap @kkoulibaly26 @sscnapoli @Lor_Insigne Tweet incomprensibile.
Da tifoso del #Napoli trovo sbagliato dare la colpa della sconfitta alla designazione di #Mazzoleni.",negative
"@OfficialRadja Io non ti ho visto per niente entusiasta ieri anzi mi sembravi a disagio come se fossi dove non volessi essere. Roma Ã¨ casa tua, c'Ã¨ poco da fare.?",negative
"@puck6164 @fabrizio_zaghet @PauDybala_JR Se messo nel ruolo di seconda punta,o comunque negli ultimi 20/30 mt,senza doversene fare 80 tra un azione e l altra,agevola lui e la squadra stessa,Ã¨ palese.
Poi che possa farlo non c'Ã¨ dubbio,viste le qualitÃ  indiscutibili che ha,ma rende decisamente meno.",negative
@Miralem_Pjanic @juventusfc Ã vero! Soprattutto se hai piÃ¹ soldi x comprare gli arbitri e non ti fischiano i rigori contro! #vergogna,negative
@G_Higuain Mandar via Gonzalo Ã© vergognoso....Poi dicono che i calciatori sono mercenari e secondo me fanno bene perchÃ© quando non servono piÃ¹ chissenefrega di loro...Il mondo del calcio spesso Ã© spietato e crudele!!!,negative
"Altro che Champions, siamo ridicoli. Tenere ancora Gattuso Ã¨ da masochisti. Oggi si doveva solo vincere e invece finiamo in 10, senza Kessie e @TimoeB08 con la @acffiorentina.",negative
"Sei un patetico #Rubentino
Ricordi ""you pay?""
Munnezz
@chiellini https://t.co/4eOKbQjMnp",negative
"@juventusfc @Cristiano Noi aspettiamo...ma se non fate la presentazione pubblica e non ci permettete di acccoglierlo come merita a cosa serve lÂattesa?
Mi avete deluso, poteva essere un evento planetario",negative
"@Grouc_o67 @sscnapoli @Cristiano @kkoulibaly26 NON VALE LA PENA DI RISPONDERTI....SEI OTTUSO......QUI NON SI PARLA DI PARTITE
MA DI OFFESE A UN GIOCATORE DI COLORE... SI PARLA DI https://t.co/uvFdwor3ae TE
L'HO DETTO CHE IO AMO LA MIA SQUADRA ANCHE QUANDO PERDE..SECONDO TE E'
GIUSTO OFFENDERE UN UOMO CON CORI RAZZISTI",negative
@laprendevecino @vecino anch'io sogno di scopare con te e allora che vuol dire che addrÃ ? ahahahahahahs,negative
"@Juventinodoc78 @CHJ1897 @OfficialAllegri @juventusfc @Cristiano @UEFAcom_it Se Sarri allenasse la Champions sarebbe uno spettacolo. Poi ogni allenatore ha difetti e sbaglia, ma allegri con la Juve sta facendo schifo. Per vincere scudetti senza avversari giocando male sai che roba, io mi esalto per ben altro",negative
@kkoulibaly26 Sei un grande. Ti chiedo scusa per il comportamento di quegli idioti. Non siamo tutti cosÃ¬. #restiamoumani,negative
@Miralem_Pjanic @juventusfc Interisti vi deve scoppiare il fegato....prescritti di merda con scudetti di cartone! Merda siete e merda resterete...,negative
"Da juventino mi vergognai dei cori all'Allianz Arena oggi da milanese 
mi vergogno dei cori a San Siro.
Voi che siete ultrÃ  i cori lasciateli in chiesa i vostri sono stonati e inutili.
@Cristiano @kkoulibaly26 
#NoRacism #NoRazzismo #stupidity #ignorance #ILoveThisGame",negative
"@RollingStoneita @Cristiano @juventusfc Che spot patetico,riprendetevi",negative
"Squalifiche @kkoulibaly26 ed @Lor_Insigne: il @sscnapoli farÃ  ricorso! Si punta a dimezzare la pena
https://t.co/rhHR70624U https://t.co/Af5FktxJHy",negative
Chi si lamenta non capisce un tubo di #soldi prima che di #calcio e.. se solo @paulpogba ... https://t.co/cc0FgxDIrX,negative
"@ARTIKA_APM @realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne Lei e' un povero incompetente e si deve vergognare ogni giorno di quello che dice e scrive.
Mi fermo qui perchÃ© mi reputo piÃ¹ intelligente di lei.
Fiero di essere juventino.",negative
@MarcoChE8 @joaome17 @Inter Marco purtroppo Rafinha non piace a Spalletti..,negative
"@cumdivido @G_Higuain Non voglio piÃ¹ ridere. Abbiamo finito, non torneremo mai in cima. Voglio tornare al passato",negative
"@lellocasoria @antosalatino @douglascosta Usa il sapone... impara a perdere piangina schifoso, verme...",negative
"@kkoulibaly26 Sapevamo che sarebbe stato difficile.Abbiamo sperato fino all'ultimo minuto col cuore in https://t.co/WOo6JPHRQx fischio finale,lacrime di delusione . Non Ã¨  forte chi non cade ma chi cade e si rialza. #ForzaNapoliSempre",negative
"@giusepperomano9 @chiaica89 @DiMarzio @Cristiano Invece ""qualcuno"" si arrabbia solo quando pareggia, mentre quando vince sta zitto.
Anche dovrebbe eseere rispetto",negative
Neanche tifo Juve ma vi pregooooo @juventusfc organizzate un incontro fra questo bambino e @Cristiano... https://t.co/GkWJUN0DbY,negative
@sebanderas @MarcelloBenoit @G_Higuain poi si lamentano se li offendono.. Che ignoranza,negative
