text,label,sentiment,dominant_sentiment
difficilmente mi sento privato,sadness,"Negative: 0.0208057%,
Neutral: 0.8098391%,
Positive: 0.1693552%",NEUTRAL
Non sono qui da nemmeno un anno e non posso fare a meno di sentirmi un po' deluso dall'ideale dei corpi di pace,sadness,"Negative: 0.9969910%,
Neutral: 0.0021984%,
Positive: 0.0008105%",NEGATIVE
l'ho fatta sentire una merda e ho detto che la odiavo e ho smesso di amarla prima dell'estate perché non è mai più a casa,anger,"Negative: 0.9966545%,
Neutral: 0.0027917%,
Positive: 0.0005538%",NEGATIVE
mi sento scortese se bbm senza sosta,anger,"Negative: 0.9657278%,
Neutral: 0.0338012%,
Positive: 0.0004711%",NEGATIVE
Odio questa sensazione di impotenza,disgust,"Negative: 0.9965296%,
Neutral: 0.0031354%,
Positive: 0.0003350%",NEGATIVE
"Ora sono senza fiato alla fine di un rally difficile, ma durante il rally mi sento abbastanza bene da rimanere sul punto",optimism,"Negative: 0.0001554%,
Neutral: 0.0025800%,
Positive: 0.9972647%",POSITIVE
"mi sento piuttosto distratto perché mamma mi ha detto che le mie zampe non erano al meglio, quindi invece di fare un pisolino ho dovuto fare un altro pawdicur",sadness,"Negative: 0.9906207%,
Neutral: 0.0091416%,
Positive: 0.0002377%",NEGATIVE
"mi sento rifiutato da lui ancora e ancora, il che è semplicemente strano",sadness,"Negative: 0.9413664%,
Neutral: 0.0464261%,
Positive: 0.0122076%",NEGATIVE
"Da dietro poteva praticamente sentire la sua scandalosa angoscia, cosa che la divertiva leggermente",joy,"Negative: 0.0161331%,
Neutral: 0.2379303%,
Positive: 0.7459366%",POSITIVE
cominciai a sentirmi triste mentre fissavo l'abisso dell'obiettivo meno compito meno lista meno ness ma fortunatamente huda venne in soccorso con in,optimism,"Negative: 0.2636423%,
Neutral: 0.4294179%,
Positive: 0.3069399%",NEUTRAL
Ricordo di aver spedito la mia prima comunicazione di intenti al consiglio scolastico e di essermi sentito terribilmente ribelle e nervoso,fear,"Negative: 0.9778911%,
Neutral: 0.0218033%,
Positive: 0.0003057%",NEGATIVE
canto in silenzio sentendo che la calma comincia a tornare,optimism,"Negative: 0.0010677%,
Neutral: 0.6041958%,
Positive: 0.3947365%",NEUTRAL
mi sento come se stessi sostenendo una comunità che amo con ogni acquisto,joy,"Negative: 0.0001771%,
Neutral: 0.0010786%,
Positive: 0.9987442%",POSITIVE
Lo dico soprattutto perché non mi sentivo molto bene più tardi quella sera,sadness,"Negative: 0.4300657%,
Neutral: 0.4887576%,
Positive: 0.0811767%",NEUTRAL
Consiglio vivamente di leggerlo soprattutto se stai attraversando momenti difficili o ti senti un po' senza speranza e sopraffatto,optimism,"Negative: 0.0018674%,
Neutral: 0.0025033%,
Positive: 0.9956293%",POSITIVE
mi sento inutile e il tempo prezioso che ho perso è insopportabile,sadness,"Negative: 0.9979392%,
Neutral: 0.0018094%,
Positive: 0.0002513%",NEGATIVE
"non so cosa dire qui non sono riuscito a farmi un'idea di questa colonna sonora, mi distraeva e non sembrava adattarsi perfettamente",sadness,"Negative: 0.9982625%,
Neutral: 0.0015099%,
Positive: 0.0002276%",NEGATIVE
da alcune ore provavo risentimento nei confronti dei miei genitori,sadness,"Negative: 0.7374172%,
Neutral: 0.2592650%,
Positive: 0.0033179%",NEGATIVE
suppongo che tutto vada di pari passo con il sentirsi sgraditi e soprattutto con l'essere evitati,sadness,"Negative: 0.7242784%,
Neutral: 0.2513912%,
Positive: 0.0243304%",NEGATIVE
Sono solo stanco di sentirmi stronzo e completamente inutile,anger,"Negative: 0.9979885%,
Neutral: 0.0017464%,
Positive: 0.0002651%",NEGATIVE
Ciò che mi preoccupa particolarmente è il fatto che questi israeliani costituiscono probabilmente il settore della società più propenso a raggiungere un accordo con i palestinesi,sadness,"Negative: 0.0448505%,
Neutral: 0.5536613%,
Positive: 0.4014882%",NEUTRAL
"mi sento come se fossi stato così ispirato e mi fossi sforzato in tutte le direzioni, ma alla fine ho voglia di sedermi e seguire il flusso",optimism,"Negative: 0.0003066%,
Neutral: 0.0089360%,
Positive: 0.9907575%",POSITIVE
non so se mi abituerò mai a sentirmi inadeguato in quanto sono sempre stato orgoglioso di essere una persona che in qualche modo si è già affermata in un settore spietato dove indovinare la tua esperienza e decisione può rovinare le multinazionali,anger,"Negative: 0.0035373%,
Neutral: 0.0362087%,
Positive: 0.9602540%",POSITIVE
"non riesco nemmeno a descriverti come ci si sente quando si soffre di una malattia mortale, quanto è facile arrendersi e rispondere a quei colpi di morte alla porta della tua vita",disgust,"Negative: 0.0613307%,
Neutral: 0.2622918%,
Positive: 0.6763774%",POSITIVE
mi sento come se mi odiassi da quando sono nato e vorresti che non fossi mai nato,anger,"Negative: 0.9925982%,
Neutral: 0.0069555%,
Positive: 0.0004463%",NEGATIVE
Sento anche che le circostanze sono fuori dal mio controllo e ostili,anger,"Negative: 0.9727842%,
Neutral: 0.0264220%,
Positive: 0.0007939%",NEGATIVE
mi sento felice di questo,joy,"Negative: 0.0001762%,
Neutral: 0.0011035%,
Positive: 0.9987204%",POSITIVE
"sento che la nostra società ha programmato le bambine affinché inizino a sognare di avere un principe azzurro, un matrimonio importante e una famiglia felice già da giovanissime",joy,"Negative: 0.0004070%,
Neutral: 0.4734476%,
Positive: 0.5261453%",POSITIVE
Gestisco i sentimenti per il principe azzurro e il ragazzo,joy,"Negative: 0.0006066%,
Neutral: 0.8027325%,
Positive: 0.1966609%",NEUTRAL
"Faccio senza meta tutto ciò che mi va di fare, senza senso del rimo o della ragione, mi distraggo facilmente e inizio a rimbalzare qualcos'altro inutilmente senza finire ciò che ho iniziato",sadness,"Negative: 0.9900916%,
Neutral: 0.0082637%,
Positive: 0.0016449%",NEGATIVE
ho la sensazione che sarà molto seccata con me alla fine della gara perché sarò più interessato a scattare foto che a prestare attenzione al ritmo,anger,"Negative: 0.9090228%,
Neutral: 0.0433517%,
Positive: 0.0476254%",NEGATIVE
"ho iniziato a sentirmi un po' incazzato quando ho condiviso gli annunci pubblicitari creando post sul blog o condividendoli sui miei social network, ma ci sono altre persone là fuori che condividono i loro annunci chiedendo alle persone di fare clic su quei collegamenti",anger,"Negative: 0.9852458%,
Neutral: 0.0145066%,
Positive: 0.0002477%",NEGATIVE
mi sono reso conto che l'abbigliamento è fatto in tutte le taglie e non devo sembrare una modella per sentirmi più accettabile per me stessa,anticipation,"Negative: 0.0011496%,
Neutral: 0.0039429%,
Positive: 0.9949074%",POSITIVE
"non ho mai avuto la sensazione che sia davvero pericoloso, ma le sirene soffocano i pogues e il reggae circa tre volte all'ora",fear,"Negative: 0.8594022%,
Neutral: 0.1074246%,
Positive: 0.0331732%",NEGATIVE
Faccio quello che faccio perché mi sembra noioso seguire il flusso consueto,sadness,"Negative: 0.9804484%,
Neutral: 0.0193802%,
Positive: 0.0001715%",NEGATIVE
Non ho più questa sensazione di dubbio perché so che quando va a casa dei suoi amici ci sono un sacco di ragazze troie lì,disgust,"Negative: 0.0024671%,
Neutral: 0.0202953%,
Positive: 0.9772376%",POSITIVE
Mi sento sempre sotto pressione quando gioco contro qualcuno,sadness,"Negative: 0.0173725%,
Neutral: 0.9796112%,
Positive: 0.0030163%",NEUTRAL
Mi sento molto privilegiato che tu l'abbia fatto e spero che rimarrai un po' e commenterai se vuoi,optimism,"Negative: 0.0001142%,
Neutral: 0.0025435%,
Positive: 0.9973422%",POSITIVE
"ho solo bisogno di rinunciare ai sentimenti, alle relazioni premurose",optimism,"Negative: 0.1476900%,
Neutral: 0.5686820%,
Positive: 0.2836281%",NEUTRAL
mi sento riuscito a trovare un equilibrio tra lavoro retribuito e vita familiare oppure sono soddisfatto dell'equilibrio che ho raggiunto tra lavoro e vita su una scala da a,optimism,"Negative: 0.0004006%,
Neutral: 0.0365669%,
Positive: 0.9630326%",POSITIVE
mi sentivo bene,sadness,"Negative: 0.0001203%,
Neutral: 0.0017759%,
Positive: 0.9981037%",POSITIVE
mi sento così pieno di odio stamattina,sadness,"Negative: 0.9972746%,
Neutral: 0.0023828%,
Positive: 0.0003426%",NEGATIVE
So che non ho problemi a incontrare nuove persone e sentirmi accettato,optimism,"Negative: 0.0009123%,
Neutral: 0.0842328%,
Positive: 0.9148549%",POSITIVE
mi sento meno avventuroso,fear,"Negative: 0.1171577%,
Neutral: 0.5319418%,
Positive: 0.3509004%",NEUTRAL
"Mi sento generoso, rendiamolo vincitore e",optimism,"Negative: 0.0001078%,
Neutral: 0.0034192%,
Positive: 0.9964729%",POSITIVE
Sento quello che penso in modo che possa essere rassicurata su ciò che significa per me,optimism,"Negative: 0.0001704%,
Neutral: 0.0098002%,
Positive: 0.9900294%",POSITIVE
sceglierò di non concentrarmi su di lui concentrandomi invece su come mi sento cercherò di non concentrarmi su di lui e invece di farmi agitare da lui sceglierò di lasciare andare i sentimenti negativi,sadness,"Negative: 0.5706106%,
Neutral: 0.3954488%,
Positive: 0.0339405%",NEGATIVE
mi sento un po' impotente,sadness,"Negative: 0.9926604%,
Neutral: 0.0070397%,
Positive: 0.0002998%",NEGATIVE
Cerco un amore rifiutato perché sento di non meritare l'amore fedele e monogamo,sadness,"Negative: 0.8795912%,
Neutral: 0.0573984%,
Positive: 0.0630104%",NEGATIVE
Adoro il tuo stile e mi sento molto a mio agio con i tuoi scritti,joy,"Negative: 0.0001564%,
Neutral: 0.0009793%,
Positive: 0.9988644%",POSITIVE
Semplicemente non mi sento più impressionato e felice delle cose come prima,sadness,"Negative: 0.0166649%,
Neutral: 0.0038375%,
Positive: 0.9794976%",POSITIVE
mi sento il ragazzo popolare a scuola,joy,"Negative: 0.0010722%,
Neutral: 0.2101686%,
Positive: 0.7887591%",POSITIVE
"ho la sensazione che tutti questi giorni di menti turbate siano inutili, alla fine lascerò che rimanga lo status quo d",optimism,"Negative: 0.9939933%,
Neutral: 0.0055889%,
Positive: 0.0004178%",NEGATIVE
ho un compito che odio fare metto acceso il timer della cucina per quindici minuti mi fa sentire come se non dovessi torturarmi a lungo,anger,"Negative: 0.9918088%,
Neutral: 0.0075466%,
Positive: 0.0006447%",NEGATIVE
mi sento come se fossi seduto su questa stupida sedia da ore,disgust,"Negative: 0.9943449%,
Neutral: 0.0052905%,
Positive: 0.0003645%",NEGATIVE
ho Angel da solo e anche se mi sento un po' più rilassato so che sono ancora molto stressato dal viaggio di domani e da tutte le cose che dobbiamo fare prima di domani,fear,"Negative: 0.0201293%,
Neutral: 0.0369803%,
Positive: 0.9428903%",POSITIVE
mi sento rassicurato che se mi succedesse qualcosa i miei ospiti potrebbero facilmente ottenere l'aiuto di cui hanno bisogno,optimism,"Negative: 0.0002480%,
Neutral: 0.0046828%,
Positive: 0.9950693%",POSITIVE
"mi sento come se fossi così dispettoso, così negativo su tutto e tutti adesso",sadness,"Negative: 0.9968287%,
Neutral: 0.0028522%,
Positive: 0.0003191%",NEGATIVE
Comincio a sentirmi un adulto favoloso,joy,"Negative: 0.0000932%,
Neutral: 0.0023879%,
Positive: 0.9975189%",POSITIVE
sento l'aria fresca della notte contro il mio viso,joy,"Negative: 0.0001921%,
Neutral: 0.0226478%,
Positive: 0.9771602%",POSITIVE
mi sento così irritato per tutto questo,anger,"Negative: 0.9950217%,
Neutral: 0.0035995%,
Positive: 0.0013788%",NEGATIVE
non mi sento poi così romantico,sadness,"Negative: 0.1631234%,
Neutral: 0.0230728%,
Positive: 0.8138039%",POSITIVE
sento che siamo molto benedetti,optimism,"Negative: 0.0000916%,
Neutral: 0.0020943%,
Positive: 0.9978142%",POSITIVE
Devo dirti che per un po' mi sono sentito triste e condannato e alcune brutte nuvole grigie incombevano intorno a me,sadness,"Negative: 0.9968309%,
Neutral: 0.0026667%,
Positive: 0.0005024%",NEGATIVE
mi sento in colpa per aver protetto me stesso quando invece dovrei impegnarmi di più per sostenere chi mi circonda,sadness,"Negative: 0.9785699%,
Neutral: 0.0207653%,
Positive: 0.0006649%",NEGATIVE
"Penso che parlare per un mese sia accettabile, ma per favore, per favore, riunitevi dopo",optimism,"Negative: 0.0014948%,
Neutral: 0.9830478%,
Positive: 0.0154574%",NEUTRAL
Potrei pensare che mi chiedo quanti giorni ho prima di sentirmi malissimo,sadness,"Negative: 0.7237310%,
Neutral: 0.2740701%,
Positive: 0.0021988%",NEGATIVE
non so cosa ho in me e i dolci mi fanno sentire allegro e soddisfatto di tutto,joy,"Negative: 0.0002216%,
Neutral: 0.0009972%,
Positive: 0.9987811%",POSITIVE
Sento che ha danneggiato il tuo rapporto con Tygerman e il nostro reciproco,sadness,"Negative: 0.9897250%,
Neutral: 0.0098960%,
Positive: 0.0003791%",NEGATIVE
Mi sento sinceramente interessato al fatto che soffra per quello che ha detto Stanley,sadness,"Negative: 0.0003854%,
Neutral: 0.0099913%,
Positive: 0.9896232%",POSITIVE
Sto allattando il mio neonato e mi chiedevo per quanto tempo il mio seno sarà tenero e super grande,joy,"Negative: 0.0001136%,
Neutral: 0.0041224%,
Positive: 0.9957639%",POSITIVE
"mi sono ritrovato a chiedermi come potrebbero sentirsi i suoi figliastri nel fatto di essere così prominenti nel libro, il loro rapporto con Valente non è sempre pacifico e armonioso e lei commenta in modo abbastanza franco come la facevano sentire in alcune occasioni",optimism,"Negative: 0.0029073%,
Neutral: 0.9942753%,
Positive: 0.0028173%",NEUTRAL
L'ultima volta ho riconosciuto immediatamente il mio vestito perché mi ha fatto sentire speciale ed è la reazione che volevo anche questa volta,joy,"Negative: 0.0008289%,
Neutral: 0.0020216%,
Positive: 0.9971495%",POSITIVE
sento che Dio mi chiama lì e se lo vorrà sarò un prete per lui e per il resto dei fedeli,optimism,"Negative: 0.0004092%,
Neutral: 0.3217308%,
Positive: 0.6778601%",POSITIVE
Mi è stato detto più e più volte che non mi è permesso sentirmi infelice,sadness,"Negative: 0.9911863%,
Neutral: 0.0084025%,
Positive: 0.0004112%",NEGATIVE
Alterno il sentimento imbarazzato e l'eccitazione per il fatto che io e mia sorella quasi adolescente condividiamo interessi simili per i libri,joy,"Negative: 0.0004173%,
Neutral: 0.0051179%,
Positive: 0.9944648%",POSITIVE
mi sento rinvigorito quando guardo questa immagine proprio come ho fatto quando ho guardato le altre due foto,joy,"Negative: 0.0017735%,
Neutral: 0.0785180%,
Positive: 0.9197085%",POSITIVE
mi sento quasi come se stessi aprendo la strada al ricordo più piacevole che Prabhupada mi ha salvato e che la mia vita adesso è reale,joy,"Negative: 0.0001036%,
Neutral: 0.0021795%,
Positive: 0.9977169%",POSITIVE
"mi sento bene, aumento",joy,"Negative: 0.0001007%,
Neutral: 0.0056812%,
Positive: 0.9942181%",POSITIVE
mi sento esausto oggi,sadness,"Negative: 0.9615120%,
Neutral: 0.0354809%,
Positive: 0.0030071%",NEGATIVE
Mi sento davvero male e la vita ha preso il sopravvento e non sono riuscito a sistemare e spedire il mio pacco in tempo per il quale ho,sadness,"Negative: 0.9967722%,
Neutral: 0.0028131%,
Positive: 0.0004146%",NEGATIVE
Onestamente non ero sicuro se il dolore che sentivo fosse dovuto all'intestino irritabile o addirittura alle contrazioni,sadness,"Negative: 0.5079583%,
Neutral: 0.4885468%,
Positive: 0.0034949%",NEGATIVE
Mi controllo e forzo un po' di sole che non sento affatto nella mia voce per indicare che questo sfortunato lasso di diversi minuti è finito e che lo supereremo ricominciare da capo riprova,optimism,"Negative: 0.9702964%,
Neutral: 0.0287309%,
Positive: 0.0009727%",NEGATIVE
Non sono sicuro del motivo per cui mi sento ancora come se avessi bisogno di essere accettato socialmente,sadness,"Negative: 0.2208412%,
Neutral: 0.7708259%,
Positive: 0.0083328%",NEUTRAL
amo stare in riva all'oceano quando mi sento angosciato,joy,"Negative: 0.0001685%,
Neutral: 0.0017536%,
Positive: 0.9980779%",POSITIVE
"Indosso i pannolini di tanto in tanto, ma solo quando mi sento casual",anticipation,"Negative: 0.0064030%,
Neutral: 0.9485735%,
Positive: 0.0450236%",NEUTRAL
sento che questo semestre è stato positivo per me,optimism,"Negative: 0.0001149%,
Neutral: 0.0018427%,
Positive: 0.9980423%",POSITIVE
voglio provare emozioni diverse da quelle dolorose senza l'aiuto di farmaci,sadness,"Negative: 0.0003920%,
Neutral: 0.0310037%,
Positive: 0.9686044%",POSITIVE
"Sono pigro, i miei personaggi rientrano nelle categorie di persone compiaciute e/o blasfeme e le loro persone che si sentono disturbate da persone compiaciute e/o blasfeme",sadness,"Negative: 0.3702574%,
Neutral: 0.6281539%,
Positive: 0.0015886%",NEUTRAL
mi sento gentile e tu?,optimism,"Negative: 0.0000897%,
Neutral: 0.0053807%,
Positive: 0.9945295%",POSITIVE
Sono trascorse sei settimane dal mio anno sabbatico e mi sento completamente inutile,sadness,"Negative: 0.9951140%,
Neutral: 0.0046900%,
Positive: 0.0001960%",NEGATIVE
ottengo progetti in cui sono bloccato e mi sento così stupido quando ho così tante domande da porre,sadness,"Negative: 0.9970875%,
Neutral: 0.0026818%,
Positive: 0.0002308%",NEGATIVE
Ho la sensazione che anche il pettirosso che la costruisce sotto il nostro ponte si stia incazzando,anger,"Negative: 0.9953074%,
Neutral: 0.0042107%,
Positive: 0.0004819%",NEGATIVE
mi sento di malumore e non riesco a pensare correttamente quando sono privato del cibo per più di due ore,sadness,"Negative: 0.9899437%,
Neutral: 0.0090582%,
Positive: 0.0009981%",NEGATIVE
Sono il tipo di persona in cui il sole mi aiuta a sentirmi e la natura cupa delle giornate piovose e nuvolose mi rende depresso,sadness,"Negative: 0.9946142%,
Neutral: 0.0051490%,
Positive: 0.0002368%",NEGATIVE
"Non voglio usare la parola problemi e sento di sapere che probabilmente verranno risolti, ma amico",sadness,"Negative: 0.0527384%,
Neutral: 0.3879279%,
Positive: 0.5593337%",POSITIVE
"Penso che risalga al fatto di non sentirmi mai accettato quando stavo crescendo, una diatriba interna appresa che devo lasciare andare",sadness,"Negative: 0.2377098%,
Neutral: 0.7580547%,
Positive: 0.0042355%",NEUTRAL
mi sento un po' scoraggiato,sadness,"Negative: 0.9928690%,
Neutral: 0.0069409%,
Positive: 0.0001901%",NEGATIVE
sento le tue dita delicate,joy,"Negative: 0.0035852%,
Neutral: 0.6212095%,
Positive: 0.3752053%",NEUTRAL
mi sento così felice di fare questo viaggio perché penso che finalmente potrò rilassarmi e sentirmi a mio agio a casa e in qualche modo fondermi di nuovo in esso,joy,"Negative: 0.0001700%,
Neutral: 0.0011255%,
Positive: 0.9987046%",POSITIVE
mi sento ancora estremamente impotente,sadness,"Negative: 0.9954614%,
Neutral: 0.0040798%,
Positive: 0.0004588%",NEGATIVE
qualcuno che si comporta in modo stupido in pubblico,anger,"Negative: 0.9908202%,
Neutral: 0.0090418%,
Positive: 0.0001380%",NEGATIVE
mi sento innocente nelle notti d'estate,joy,"Negative: 0.0029645%,
Neutral: 0.2256539%,
Positive: 0.7713815%",POSITIVE
sono rimasto colpito dalla professionalità e dalle specifiche che la manutenzione si prefigge,joy,"Negative: 0.0003573%,
Neutral: 0.0027351%,
Positive: 0.9969077%",POSITIVE
avevo la sensazione che mi mancasse qualcosa mentre i personaggi si spostavano da un posto all'altro,sadness,"Negative: 0.8999192%,
Neutral: 0.0921037%,
Positive: 0.0079771%",NEGATIVE
mi sento un po' stressato al pensiero che il viaggio sia così vicino a diventare realtà,fear,"Negative: 0.7591302%,
Neutral: 0.2092868%,
Positive: 0.0315828%",NEGATIVE
"mi sento sempre più convinto, soprattutto dopo un anno passato molto difficile, che trovare qualcuno che ami e che ti ama con tutto il cuore può cambiare il corso della tua vita e darti il ​​sapore e il sostegno emotivo per viverla",optimism,"Negative: 0.0004211%,
Neutral: 0.0051097%,
Positive: 0.9944692%",POSITIVE
mi sento così solo al mondo senza nessuno con cui parlare con cui condividere i miei sentimenti,sadness,"Negative: 0.0026508%,
Neutral: 0.0083500%,
Positive: 0.9889993%",POSITIVE
"ho iniziato a notare e poi a chiedermi, alla fine mi sono sentito un po' allarmato",fear,"Negative: 0.4128979%,
Neutral: 0.5817347%,
Positive: 0.0053673%",NEUTRAL
sento che è mio solenne dovere avvisarti,optimism,"Negative: 0.0011819%,
Neutral: 0.2069314%,
Positive: 0.7918867%",POSITIVE
ho iniziato il mio semestre autunnale e mi sento elettrizzato,joy,"Negative: 0.0000896%,
Neutral: 0.0033473%,
Positive: 0.9965631%",POSITIVE
"Non vedo come possiamo andare oltre, ma raramente mi sento così incerto riguardo alle cose",fear,"Negative: 0.0128712%,
Neutral: 0.9817228%,
Positive: 0.0054060%",NEUTRAL
mi sento davvero frustrato ogni volta che parlo con loro mi sento anche compassionevole nei loro confronti perché credono così appassionatamente in cose che sono completamente sbagliate e che francamente non hanno senso,anger,"Negative: 0.9921367%,
Neutral: 0.0035586%,
Positive: 0.0043047%",NEGATIVE
mi sento ingannato e in un altro mi vergogno di aver trascurato un difetto così evidente,sadness,"Negative: 0.9972702%,
Neutral: 0.0023446%,
Positive: 0.0003852%",NEGATIVE
penso che potrei sentirmi socievole,optimism,"Negative: 0.0014102%,
Neutral: 0.0117986%,
Positive: 0.9867913%",POSITIVE
"Mi sento un po' in apprensione, ma sono sicuro che passerà una volta che avrò il primo trattamento e con le vostre preghiere",optimism,"Negative: 0.0005832%,
Neutral: 0.0409100%,
Positive: 0.9585069%",POSITIVE
Sono tornato e mi sento creativo,joy,"Negative: 0.0001198%,
Neutral: 0.0032962%,
Positive: 0.9965839%",POSITIVE
penso a certe persone mi sento un po' scoraggiato per come sono andate le cose tra loro sembra tutto superficiale e semplicemente schifoso,sadness,"Negative: 0.9978043%,
Neutral: 0.0020187%,
Positive: 0.0001768%",NEGATIVE
Non ho bisogno di lasciar cadere i sentimenti come una patata bollente o di sbattergli la porta addosso,anger,"Negative: 0.0471485%,
Neutral: 0.2394739%,
Positive: 0.7133775%",POSITIVE
mi sento poco impaziente soprattutto pensando a chi quel mascalzone verrà a impormi la sua volontà,anger,"Negative: 0.3728651%,
Neutral: 0.6038427%,
Positive: 0.0232921%",NEUTRAL
"ho scoperto di essere incinta, il che è già molto, ma mi fa sentire un po' meno spaventata sapendo che il mio medico controlla tutto e prende le cose giorno per giorno",fear,"Negative: 0.0066591%,
Neutral: 0.2255301%,
Positive: 0.7678108%",POSITIVE
"Ho letto da altri che hanno attraversato circostanze simili, sembra abbastanza comune e mi aiuta a sentirmi meno nevrotico",optimism,"Negative: 0.0009016%,
Neutral: 0.0214196%,
Positive: 0.9776789%",POSITIVE
"Non corro da molto tempo dalla mia mezza maratona, quindi mi tremano le gambe adesso",fear,"Negative: 0.6674384%,
Neutral: 0.2655265%,
Positive: 0.0670351%",NEGATIVE
"Non mi sentivo all'altezza, eppure ho incolpato il mio fidanzato per avermi abbattuto",sadness,"Negative: 0.9366772%,
Neutral: 0.0625393%,
Positive: 0.0007835%",NEGATIVE
"scrivo, mi sento vivace ed entusiasta di esprimere le mie idee",joy,"Negative: 0.0001159%,
Neutral: 0.0020562%,
Positive: 0.9978279%",POSITIVE
"oggi ho bevuto un drink che dovrebbe darti un'energia illimitata per un po', anche se ero così freddo che non mi sentivo elastico, anche se ho notato che il mio discorso si è accelerato dopo circa qualche minuto",joy,"Negative: 0.0022817%,
Neutral: 0.0878330%,
Positive: 0.9098853%",POSITIVE
dico ma la libertà mi sento sola,sadness,"Negative: 0.6466857%,
Neutral: 0.3465317%,
Positive: 0.0067825%",NEGATIVE
ti aiuterò ad apparecchiare la tavola raccogliendo i piatti dopo che avremo finito di mangiare e se mi sentirò particolarmente affascinante quel giorno non sceglierò il cibo alla ricerca di lucertole in casa tua né uscirò con le branchie verdi dopo aver usato il tuo bagno,optimism,"Negative: 0.0000938%,
Neutral: 0.0078966%,
Positive: 0.9920096%",POSITIVE
"mi preparo per scrivere sul blog, mi sento così noioso",sadness,"Negative: 0.9974595%,
Neutral: 0.0023459%,
Positive: 0.0001947%",NEGATIVE
mi sento patetico perché non dovrei lamentarmi di queste cose quando là fuori le persone stanno attraversando momenti davvero difficili e queste sono solo stronzate,anger,"Negative: 0.9978487%,
Neutral: 0.0018461%,
Positive: 0.0003051%",NEGATIVE
So che normalmente non condivido i regali di altre persone a meno che non mi senta molto appassionato di loro,optimism,"Negative: 0.7276602%,
Neutral: 0.2584252%,
Positive: 0.0139146%",NEGATIVE
"Adoro sentirmi spensierato e senza tutti questi sentimenti nervosi che mi attraversano il corpo, come se mi fossi appena visto su Americas Most Wanted",joy,"Negative: 0.0001902%,
Neutral: 0.0011611%,
Positive: 0.9986487%",POSITIVE
Mi sento un po' intontito stamattina perché sono tornato al lavoro dopo che Alex e io siamo tornati tardi ieri sera da un lungo weekend a Los Angeles,sadness,"Negative: 0.3496553%,
Neutral: 0.2558492%,
Positive: 0.3944954%",POSITIVE
lavoravo come editore e parte del mio lavoro era rifiutare i manoscritti lo odiavo perché in quelle lettere di accompagnamento potevo sentire l'attesa e il desiderio dello scrittore,sadness,"Negative: 0.9916335%,
Neutral: 0.0080696%,
Positive: 0.0002968%",NEGATIVE
ho potuto sentirmi carina,joy,"Negative: 0.0002675%,
Neutral: 0.0010796%,
Positive: 0.9986529%",POSITIVE
"Yori Aoshi e forse altre cose mi hanno riportato alla mente molti vecchi valori e sentimenti dimenticati che provavo nei confronti di una relazione, se non altro che gli innocenti provano una relazione in cui nulla è complicato e si tratta solo di stare insieme",joy,"Negative: 0.0015646%,
Neutral: 0.2974080%,
Positive: 0.7010275%",POSITIVE
Ho la sensazione che comunque andranno tutti d'accordo perché sono troppo impaziente per aspettare il cambiamento,sadness,"Negative: 0.0578928%,
Neutral: 0.4686361%,
Positive: 0.4734711%",POSITIVE
mi sentivo giocoso quindi ho creato un piccolo pupazzo di neve che aveva solo i piedi ma pensavo fosse carino,joy,"Negative: 0.0006934%,
Neutral: 0.0029230%,
Positive: 0.9963835%",POSITIVE
"A volte mi sento paranoico, ma so che questi pensieri sono sciocchi",fear,"Negative: 0.9940751%,
Neutral: 0.0051236%,
Positive: 0.0008014%",NEGATIVE
Soffrerei di depressione e mi sentirei un peso per mio marito che ci sostiene,sadness,"Negative: 0.7689978%,
Neutral: 0.2050354%,
Positive: 0.0259667%",NEGATIVE
non voglio negare ciò per cui sento che il mio corpo soffre,disgust,"Negative: 0.9856441%,
Neutral: 0.0140358%,
Positive: 0.0003201%",NEGATIVE
ero così stanco di sentirmi schifoso,sadness,"Negative: 0.9972106%,
Neutral: 0.0025031%,
Positive: 0.0002864%",NEGATIVE
"So che ciò che voglio richiederà il prossimo semestre, ma mi sento del tutto troppo compiacente",sadness,"Negative: 0.0004926%,
Neutral: 0.0026765%,
Positive: 0.9968309%",POSITIVE
faccio fatica a godermi le cose che amavo nonostante ciò esco e mi circondo di persone l'unica cosa che voglio fare è isolarmi da tutti e nascondermi sotto il piumone mi sento solo e apatico verso quasi tutto ciò che mi circonda,sadness,"Negative: 0.9922201%,
Neutral: 0.0059774%,
Positive: 0.0018025%",NEGATIVE
"ho appena scoperto che il mio istinto era sgradevole, anche se era corretto",anger,"Negative: 0.9092851%,
Neutral: 0.0714871%,
Positive: 0.0192278%",NEGATIVE
Ricordo che a volte mi sentivo sollevato nel stare con i miei nonni e le persone anziane,sadness,"Negative: 0.0002237%,
Neutral: 0.0256942%,
Positive: 0.9740821%",POSITIVE
mi sento minacciato da persone che hanno effettivamente imparato cose al college,disgust,"Negative: 0.6416409%,
Neutral: 0.3538150%,
Positive: 0.0045441%",NEGATIVE
le ho chiesto se poteva sentire l'anima del suo prezioso cane,joy,"Negative: 0.0006766%,
Neutral: 0.4957183%,
Positive: 0.5036051%",POSITIVE
mi sento davvero irritabile e poi tutto gira di nuovo,anger,"Negative: 0.9854914%,
Neutral: 0.0108836%,
Positive: 0.0036251%",NEGATIVE
sento che non ho bisogno della scuola per essere intelligente,sadness,"Negative: 0.0003360%,
Neutral: 0.0206232%,
Positive: 0.9790409%",POSITIVE
