text,label,sentiment,dominant_sentiment
Sono davvero ferito e mi sento poco importante e questo fa schifo,sadness,"Negative: 0.9980253%,
Neutral: 0.0017414%,
Positive: 0.0002334%",NEGATIVE
"sono cresciuto con questa sensazione vivendo a pochi minuti dallo splendido oceano Atlantico in Brasile, quindi probabilmente non è una sorpresa che mi sia affezionato all'oceano",joy,"Negative: 0.0002751%,
Neutral: 0.0076579%,
Positive: 0.9920670%",POSITIVE
mi sento onorato oggi olu jacobs mi sento onorato oggi olu jacobs a href http momo,joy,"Negative: 0.0000892%,
Neutral: 0.0075085%,
Positive: 0.9924023%",POSITIVE
Ho preparato un po' di olio al peperoncino perché è lunedì e mi sentivo pericolosa,fear,"Negative: 0.9841780%,
Neutral: 0.0153581%,
Positive: 0.0004639%",NEGATIVE
ho ricominciato a camminare ieri ed è fantastico,joy,"Negative: 0.0001550%,
Neutral: 0.0014111%,
Positive: 0.9984339%",POSITIVE
Ultimamente mi sento anche un po' emo irritabile,anger,"Negative: 0.9767954%,
Neutral: 0.0200626%,
Positive: 0.0031420%",NEGATIVE
"mi sono sentito felice, poi tutto si è calmato, ora mi sento di nuovo felice",joy,"Negative: 0.0001883%,
Neutral: 0.0009991%,
Positive: 0.9988127%",POSITIVE
mi sento come se dovessi evitare di innescare lo stereotipo di una persona che urla e rompe le cose perché non è riuscita a mangiare il suo tipo di panino preferito,anger,"Negative: 0.9730989%,
Neutral: 0.0265943%,
Positive: 0.0003069%",NEGATIVE
mi sento completamente distratto ed emotivamente svuotato,sadness,"Negative: 0.9725699%,
Neutral: 0.0252754%,
Positive: 0.0021547%",NEGATIVE
"Sono esausto e mi sento un po' cupo, ma ora sono livido oltre a tutto il resto",sadness,"Negative: 0.9949722%,
Neutral: 0.0045733%,
Positive: 0.0004544%",NEGATIVE
mi sento così sicuro e nascosto,joy,"Negative: 0.0023198%,
Neutral: 0.1545662%,
Positive: 0.8431140%",POSITIVE
Mi sento troppo torturato per scrivere oggi,sadness,"Negative: 0.9545491%,
Neutral: 0.0433377%,
Positive: 0.0021132%",NEGATIVE
ti prometto che dopo ti sentirai ispirato,optimism,"Negative: 0.0001252%,
Neutral: 0.0023479%,
Positive: 0.9975268%",POSITIVE
sento però di possedere qualcosa di molto più prezioso dei sentimenti,optimism,"Negative: 0.0004279%,
Neutral: 0.0009367%,
Positive: 0.9986354%",POSITIVE
"Sento che lavorando insieme e sostenendoci a vicenda nel complesso posso rappresentare una voce più giovane e più ampia in politica, cosa posso dire al riguardo?",optimism,"Negative: 0.0001588%,
Neutral: 0.0431503%,
Positive: 0.9566908%",POSITIVE
"Sono solo in questo appartamento, ho la sensazione opprimente di essere osservato e di non essere il benvenuto",disgust,"Negative: 0.9858765%,
Neutral: 0.0133484%,
Positive: 0.0007752%",NEGATIVE
mi sento fortunato di avere persone nella mia vita che mi ricordano continuamente che ho fatto la cosa giusta e che ho un aspetto migliore così,optimism,"Negative: 0.0001894%,
Neutral: 0.0012036%,
Positive: 0.9986070%",POSITIVE
ero arrivato ad associare i brutti sentimenti a un cattivo comportamento e questo continuava,sadness,"Negative: 0.9750764%,
Neutral: 0.0234743%,
Positive: 0.0014493%",NEGATIVE
Provo per te un affetto così grande che non vede l'ora di essere trasmesso,joy,"Negative: 0.0000966%,
Neutral: 0.0016412%,
Positive: 0.9982622%",POSITIVE
"Sto e sto cercando delle canotte, ho dei pantaloncini ma quelli lunghi perché sono paranoico perché ho la cellulite ovunque",fear,"Negative: 0.9488386%,
Neutral: 0.0482719%,
Positive: 0.0028895%",NEGATIVE
sento che per me è stato un po' un intervento divino,joy,"Negative: 0.0001280%,
Neutral: 0.0182933%,
Positive: 0.9815787%",POSITIVE
"quello che so è che è qui e sono così grato per la sua presenza calda, amorevole e pacifica che sento quando la mia rabbia o i sentimenti di scontento e frustrazione divampano",optimism,"Negative: 0.0001649%,
Neutral: 0.0019693%,
Positive: 0.9978659%",POSITIVE
"Sto cercando di essere comprensivo e di mentalità aperta, ma mi sento completamente incazzato per alcune cose",anger,"Negative: 0.9968030%,
Neutral: 0.0029156%,
Positive: 0.0002814%",NEGATIVE
"non so se questo aiuta affatto, ma scrivere tutto questo mi ha fatto sentire un po' pentito di vergognarmi di chi ero e anche se ho altro da condividere, semplicemente non credo di poterlo fare in questo momento",sadness,"Negative: 0.9943288%,
Neutral: 0.0038790%,
Positive: 0.0017922%",NEGATIVE
sono felice di questa soluzione,joy,"Negative: 0.0001764%,
Neutral: 0.0013211%,
Positive: 0.9985025%",POSITIVE
"il libro mi è comunque piaciuto e mi sono piaciuti soprattutto i personaggi dei fratelli, uno infuocato dallo spirito investigativo e l'altro scettico ma disposto a sostenere suo fratello in una rissa",joy,"Negative: 0.0005153%,
Neutral: 0.0028443%,
Positive: 0.9966404%",POSITIVE
Non sono sicuro se sono solo io a sentirmi così o se tutti tranne le anime torturate non sono i migliori fidanzati,sadness,"Negative: 0.9920436%,
Neutral: 0.0049529%,
Positive: 0.0030036%",NEGATIVE
"non ho condotto un sondaggio ma è molto probabile che molti di loro si sentano assaliti dai propri demoni e da altri creatori come mi sarei sentito se le pareti fossero state ricoperte solo da figure eminenti, eroi patriottici e gesta epiche",optimism,"Negative: 0.0045301%,
Neutral: 0.9756414%,
Positive: 0.0198284%",NEUTRAL
Penso che fossimo a un livello di comprensione anche se sento ancora che è titubante,fear,"Negative: 0.0299187%,
Neutral: 0.8405856%,
Positive: 0.1294957%",NEUTRAL
mi sento così virtuoso quando andiamo in gita,joy,"Negative: 0.0000825%,
Neutral: 0.0052758%,
Positive: 0.9946417%",POSITIVE
"Non mentirò, ero un po' triste e giù e mi sentivo piuttosto solo",sadness,"Negative: 0.9982097%,
Neutral: 0.0015371%,
Positive: 0.0002533%",NEGATIVE
"Sono entusiasta di questo momento in cui il progetto di riprogettazione ""ever after"" di classe inizia questa settimana",joy,"Negative: 0.0001446%,
Neutral: 0.0015115%,
Positive: 0.9983439%",POSITIVE
"sento che avrebbe potuto essere evitato con alcuni marcatori di fiamme o tumuli, ero molto seccato a questo punto",anger,"Negative: 0.9916965%,
Neutral: 0.0048677%,
Positive: 0.0034358%",NEGATIVE
Non l'ho mai detto al mio ragazzo o ai suoi genitori e ricordo di essermi sentito in imbarazzo e forse anche un po' di vergogna,sadness,"Negative: 0.9928730%,
Neutral: 0.0064792%,
Positive: 0.0006478%",NEGATIVE
mi sento più irritato e infastidito dalle loro visite,anger,"Negative: 0.9881420%,
Neutral: 0.0097521%,
Positive: 0.0021059%",NEGATIVE
Mi sento completamente idiota a non poter contribuire,anger,"Negative: 0.9948709%,
Neutral: 0.0049216%,
Positive: 0.0002075%",NEGATIVE
"Non sono felice, mi sento felice di avere il sole in borsa, sono inutile ma non per molto, il futuro sta arrivando",joy,"Negative: 0.6125120%,
Neutral: 0.0270990%,
Positive: 0.3603890%",NEGATIVE
quello che mi sento forte è che non lascio che la rabbia vinca,optimism,"Negative: 0.0291317%,
Neutral: 0.0781765%,
Positive: 0.8926917%",POSITIVE
"mi sento sempre così impotente durante i momenti di disastro, ma mi sento un po' meglio sapendo che anche pochi dollari possono fare la differenza per qualcuno che ne ha bisogno",optimism,"Negative: 0.0004981%,
Neutral: 0.0051828%,
Positive: 0.9943191%",POSITIVE
Onestamente mi sento estremamente timido nel chiedere ai miei amici di fotografarmi quanto devono pensare che io sia vanitoso,sadness,"Negative: 0.9882004%,
Neutral: 0.0114154%,
Positive: 0.0003841%",NEGATIVE
"Troverò quell'inafferrabile secondo vento e mi sentirò più fiducioso, ma oggi sono un href http www",optimism,"Negative: 0.0008946%,
Neutral: 0.9399533%,
Positive: 0.0591521%",NEUTRAL
"mi sento intimidito, nervoso e sopraffatto e tremo come una foglia",fear,"Negative: 0.8544523%,
Neutral: 0.1140339%,
Positive: 0.0315138%",NEGATIVE
mi faccio sentire utile scopando un ragazzo,anger,"Negative: 0.0001367%,
Neutral: 0.0023113%,
Positive: 0.9975520%",POSITIVE
mi sento molto ispirato a creare e ho pensato molto all'ispirazione questa settimana,optimism,"Negative: 0.0001409%,
Neutral: 0.0012060%,
Positive: 0.9986531%",POSITIVE
Penso che la maggior parte delle interazioni di persona siano probabilmente sufficientemente rispettose ed educate da far sì che le donne non si sentano maltrattate,optimism,"Negative: 0.0322309%,
Neutral: 0.0612029%,
Positive: 0.9065661%",POSITIVE
"Mi sento davvero favoloso con la mia giacca e le mie scarpe, nessuna stronza mi abbatterà ahah",joy,"Negative: 0.0006480%,
Neutral: 0.0013066%,
Positive: 0.9980453%",POSITIVE
"Ho scelto di camminare con Gesù e forse mi sento un po' infelice, me ne fregherò e penserò a questi tre ragazzi",anger,"Negative: 0.9735804%,
Neutral: 0.0223192%,
Positive: 0.0041004%",NEGATIVE
"ho passato una bella giornata ma in questo momento mi sento piuttosto irritabile senza un vero motivo, il che significa che non è successo nulla di significativo che mi abbia fatto sentire infastidito",anger,"Negative: 0.9678938%,
Neutral: 0.0055451%,
Positive: 0.0265610%",NEGATIVE
mi sento felice e incazzato allo stesso tempo,anger,"Negative: 0.0005062%,
Neutral: 0.0018178%,
Positive: 0.9976760%",POSITIVE
mi chiedo se i proprietari di casa si sentirebbero strani se parcheggiassi per ammirare il loro paesaggio,disgust,"Negative: 0.1857023%,
Neutral: 0.8114066%,
Positive: 0.0028911%",NEUTRAL
Provo entrambi impazienza per il ritmo della perdita e sono impressionato allo stesso tempo,optimism,"Negative: 0.0003684%,
Neutral: 0.0026866%,
Positive: 0.9969451%",POSITIVE
Sono un ragazzo grande e sono entrato in alcuni degli impianti con cui abbiamo lavorato per provarli e vedere come si sentono e lascia che ti dica che è stato tutt'altro che piacevole,sadness,"Negative: 0.0001784%,
Neutral: 0.0292451%,
Positive: 0.9705765%",POSITIVE
"ho fatto commissioni per comprare a Cora qualche tutina da neonato non avevo mai fatto nessun bambino da neonato e sono andato a pranzo fuori per festeggiare quanto mi sentivo bene mi sento benissimo, senza dolore, senza antidolorifici, e mi muovevo quasi del tutto normalmente durante le giornate fuori casa",joy,"Negative: 0.2112821%,
Neutral: 0.7603942%,
Positive: 0.0283236%",NEUTRAL
davvero non mi sento adatto ai bambini,disgust,"Negative: 0.9971479%,
Neutral: 0.0024546%,
Positive: 0.0003976%",NEGATIVE
mi sento furioso con me stesso,anger,"Negative: 0.9912901%,
Neutral: 0.0085199%,
Positive: 0.0001900%",NEGATIVE
"penso o sento, ma come questa persona ne rimango ancora stupito",joy,"Negative: 0.0001746%,
Neutral: 0.0020215%,
Positive: 0.9978039%",POSITIVE
"mi piace pensare di presentare me stesso e la vita e i tempi della mamma che lavora secondo un buon standard e se mai mi manca un apostrofo o sbagli l'ortografia di una parola particolare, non esitate a chiamarmi",optimism,"Negative: 0.0001673%,
Neutral: 0.0044861%,
Positive: 0.9953466%",POSITIVE
Non sento di potergli chiedere quella che sembra una domanda stupida,sadness,"Negative: 0.9943276%,
Neutral: 0.0054815%,
Positive: 0.0001909%",NEGATIVE
sono orgoglioso di conoscere diverse persone che meritano di fare un progresso ormai da un po' e che finalmente l'hanno fatto questa volta o l'ultima volta in alcuni casi,optimism,"Negative: 0.0001219%,
Neutral: 0.0079763%,
Positive: 0.9919018%",POSITIVE
rinuncio ai miei obiettivi se li ritengo noiosi,sadness,"Negative: 0.9785030%,
Neutral: 0.0211501%,
Positive: 0.0003467%",NEGATIVE
Sono stato attento a assicurarmi che i personaggi presenti potessero sentirti comprensivo,optimism,"Negative: 0.0008962%,
Neutral: 0.0162262%,
Positive: 0.9828776%",POSITIVE
non sono arrivato alla riunione dei osservatori del peso sentendomi in colpa mi sono assicurato di fare una sana colazione a base di yogurt museli e frutta,sadness,"Negative: 0.4316688%,
Neutral: 0.5287768%,
Positive: 0.0395545%",NEUTRAL
"sento il punto dolente sul piede quando lo fletto in un certo modo, quindi sono tornato a indossare scarpe tutto il giorno per questo cowboy",joy,"Negative: 0.5804633%,
Neutral: 0.3848999%,
Positive: 0.0346368%",NEGATIVE
"so che sembra strano, vero",sadness,"Negative: 0.7602650%,
Neutral: 0.2316698%,
Positive: 0.0080652%",NEGATIVE
Pensavo che lo yoga dovesse farmi sentire tranquillo e pacifico e scolpire le mie gambe in quelle di una dea greca,joy,"Negative: 0.0007770%,
Neutral: 0.2316094%,
Positive: 0.7676135%",POSITIVE
sento che è una di quelle cose di cui non parli troppo perché poi troppe persone vengono a saperlo e il piano non ha un sapore così dolce né sembra un piano,sadness,"Negative: 0.1397382%,
Neutral: 0.0136100%,
Positive: 0.8466519%",POSITIVE
lasciai il teatro passai tristemente la mano sugli schienali rossi e morbidi dei sedili di fronte a me sentendomi quasi addolorato perché non sarei tornato per molto tempo,sadness,"Negative: 0.9847568%,
Neutral: 0.0147209%,
Positive: 0.0005224%",NEGATIVE
ho chiesto ad alcune ragazze cosa significasse per loro essere apprezzate e la maggior parte della risposta è stata che si sentivano apprezzate quando le persone intorno a loro le facevano sentire apprezzate e le trattavano in modo amorevole e premuroso,optimism,"Negative: 0.0245232%,
Neutral: 0.3787747%,
Positive: 0.5967022%",POSITIVE
mi sento molto meschino in questo momento,sadness,"Negative: 0.1912544%,
Neutral: 0.0330043%,
Positive: 0.7757413%",POSITIVE
non ero la persona che mi stava aiutando mi sono reso conto che ero stato io a ispirare tutte queste persone a iniziare un'opera di beneficenza e non posso fare a meno di sentirmi orgoglioso,joy,"Negative: 0.9841286%,
Neutral: 0.0152548%,
Positive: 0.0006166%",NEGATIVE
Mi sento così incredibilmente emozionato per il mio matrimonio,joy,"Negative: 0.0001057%,
Neutral: 0.0014187%,
Positive: 0.9984756%",POSITIVE
mi vergogno in un modo strano,sadness,"Negative: 0.9935359%,
Neutral: 0.0061338%,
Positive: 0.0003303%",NEGATIVE
Sospetto che gran parte del Paese si senta turbata dai tragici eventi della scorsa settimana,sadness,"Negative: 0.0269927%,
Neutral: 0.9693148%,
Positive: 0.0036925%",NEUTRAL
Mi sento così perché per la maggior parte ho accettato che questa faccia parte della mia vita e che le persone non cambieranno mai,optimism,"Negative: 0.0003335%,
Neutral: 0.0063273%,
Positive: 0.9933392%",POSITIVE
Trovo che mi rilassi e mi senta produttivo nel preparare il cibo perché il prodotto finale dovrebbe avere un buon sapore e soddisfare me stesso e le altre persone,optimism,"Negative: 0.0002157%,
Neutral: 0.0010758%,
Positive: 0.9987085%",POSITIVE
sento che a volte sono stato distratto e negligente sono grato che non si tratti di aggiungere un'altra casella per controllare le mie giornate altrimenti impegnative,optimism,"Negative: 0.0010958%,
Neutral: 0.0133700%,
Positive: 0.9855343%",POSITIVE
"Provo qualcosa per queste persone, ma quella riga di apertura mostra quanto possano essere inadeguate le parole semplici",sadness,"Negative: 0.9491150%,
Neutral: 0.0497115%,
Positive: 0.0011734%",NEGATIVE
"Sono stato troppo in profondità nelle paludi, nuotando in acque fangose, torturato dalla paura, sentendomi solo e perso",fear,"Negative: 0.9185848%,
Neutral: 0.0808923%,
Positive: 0.0005230%",NEGATIVE
Non mi sentivo talentuoso in nulla di ciò che stavo facendo e alla fine non ci mettevo completamente,sadness,"Negative: 0.9891957%,
Neutral: 0.0093423%,
Positive: 0.0014620%",NEGATIVE
"ho letto il suo blog e sento che è una persona a cui non importa come la gente la guarda e crede nell'essere se stessa, non importa quanto stronzo, fastidioso o egocentrico possa sembrare alle persone",anger,"Negative: 0.9591584%,
Neutral: 0.0391665%,
Positive: 0.0016751%",NEGATIVE
"sono seduto qui sentendomi molto distratto e non voglio scrivere la scena successiva del mio nano, ma ancora stupro, tortura e cose brutte",anger,"Negative: 0.9937250%,
Neutral: 0.0060248%,
Positive: 0.0002502%",NEGATIVE
mi sono imbattuto in qualcosa che mi ha fatto sentire uno schifo,sadness,"Negative: 0.9964291%,
Neutral: 0.0032460%,
Positive: 0.0003248%",NEGATIVE
Adoro le giostre ma non sentivo troppo caldo oggi,joy,"Negative: 0.0002741%,
Neutral: 0.0022078%,
Positive: 0.9975182%",POSITIVE
mi sento infastidito da una qualsiasi di queste cose apro una porta,sadness,"Negative: 0.9700577%,
Neutral: 0.0287581%,
Positive: 0.0011841%",NEGATIVE
mi sono ritrovato a provare nostalgia mentre pensavo alle piccole cronache vescovili temporaneamente abbandonate,sadness,"Negative: 0.0338778%,
Neutral: 0.0615420%,
Positive: 0.9045802%",POSITIVE
"perdono me stesso per aver accettato e permesso a me stesso di pensare che mentre scrivo questo blog qualcuno si sentirà dispiaciuto per me, dammi un po' di comprensione e dimmi che ho ragione",sadness,"Negative: 0.9233024%,
Neutral: 0.0721803%,
Positive: 0.0045173%",NEGATIVE
mi sento irritabile per il numero di persone che sono entrate nel nostro ufficio lamentandosi della propria situazione mi rendo conto che non mi sto esercitando a pensare alle cose belle e trovo che sia un modo migliore per calarmi nel presente,anger,"Negative: 0.9941338%,
Neutral: 0.0054502%,
Positive: 0.0004161%",NEGATIVE
"Sono fin troppo consapevole della forza del sentimento che questa casa nutre riguardo alla morte tragica e inutile di tanti uomini, donne e bambini",sadness,"Negative: 0.1132406%,
Neutral: 0.8237451%,
Positive: 0.0630143%",NEUTRAL
Sento che per tutti voi che mi avete supportato è così estremo che non ci sarebbe modo di dargli un valore numerico,sadness,"Negative: 0.0190034%,
Neutral: 0.5030393%,
Positive: 0.4779573%",NEUTRAL
"ritengo che tali compiti non siano importanti per la nostra professione, semplicemente non sono qualificato per discuterli tutti",sadness,"Negative: 0.9153067%,
Neutral: 0.0834388%,
Positive: 0.0012545%",NEGATIVE
mi sento orgoglioso e felice e anche molto grato a tutti coloro che mi leggono,joy,"Negative: 0.0001793%,
Neutral: 0.0010443%,
Positive: 0.9987765%",POSITIVE
"Mi sento tremante a causa delle emozioni violente, ma sono ancora in piedi",sadness,"Negative: 0.0012265%,
Neutral: 0.0164008%,
Positive: 0.9823727%",POSITIVE
mi sento come se fossi tutto testardo e avaro,sadness,"Negative: 0.8454754%,
Neutral: 0.1528056%,
Positive: 0.0017190%",NEGATIVE
"sono stato così, mi sento come se potessi entrare e uscire da tutte le vostre vite calpestando i vostri cuori amorevoli con i miei tacchi a spillo",joy,"Negative: 0.0001104%,
Neutral: 0.0055586%,
Positive: 0.9943310%",POSITIVE
"rileggo per confortarmi la familiarità di un libro di cui conosco già la trama, è più facile da affrontare quando mi sento stressato rispetto a un libro nuovo per me con tutte le sue incognite",sadness,"Negative: 0.0004992%,
Neutral: 0.0053142%,
Positive: 0.9941866%",POSITIVE
lo adoro ma a volte mi sento esausto,joy,"Negative: 0.8181018%,
Neutral: 0.0224998%,
Positive: 0.1593984%",NEGATIVE
"mi dispiace, mi sento così incerto a riguardo",sadness,"Negative: 0.9604650%,
Neutral: 0.0388334%,
Positive: 0.0007017%",NEGATIVE
Mi sento una persona schifosa a cui piacciono i complimenti come qualsiasi altra ragazza,anger,"Negative: 0.8707707%,
Neutral: 0.0072123%,
Positive: 0.1220170%",NEGATIVE
sto dormendo non sentirei dolore ma quell'atto violento sarebbe comunque del tutto ingiustificato,anger,"Negative: 0.9665163%,
Neutral: 0.0331359%,
Positive: 0.0003478%",NEGATIVE
mi sento oppresso e bloccato al centro di un tunnel buio,sadness,"Negative: 0.9612963%,
Neutral: 0.0379710%,
Positive: 0.0007327%",NEGATIVE
"So che i loro sentimenti sono molto reali e non meschini, ma non lo sono nemmeno i miei qui",sadness,"Negative: 0.6952294%,
Neutral: 0.1034861%,
Positive: 0.2012846%",NEGATIVE
guardavo i grattacieli e mi stupivo che questa ragazzina del Montana fosse lì,joy,"Negative: 0.0012382%,
Neutral: 0.1095140%,
Positive: 0.8892478%",POSITIVE
"non voglio, mi sento irritato",anger,"Negative: 0.9946716%,
Neutral: 0.0050629%,
Positive: 0.0002654%",NEGATIVE
mi sento come se sembrassi un miserabile mucchio,sadness,"Negative: 0.7858535%,
Neutral: 0.1978231%,
Positive: 0.0163234%",NEGATIVE
mi sento davvero inutile in questo mondo,sadness,"Negative: 0.9979644%,
Neutral: 0.0017884%,
Positive: 0.0002472%",NEGATIVE
Sicuramente non mi sento spaventato o qualcosa del genere in questo momento,fear,"Negative: 0.0085886%,
Neutral: 0.0197341%,
Positive: 0.9716774%",POSITIVE
Ora sono al secondo giorno del piano e mi sento positivo,optimism,"Negative: 0.0001362%,
Neutral: 0.0020348%,
Positive: 0.9978290%",POSITIVE
Mi sento davvero malissimo perché anche il mio journaling si è interrotto bruscamente,sadness,"Negative: 0.9943162%,
Neutral: 0.0053677%,
Positive: 0.0003161%",NEGATIVE
mi sento come se oggi fosse un regalo positivo consegnato a noi insegnanti in una settimana molto stressante,optimism,"Negative: 0.0002979%,
Neutral: 0.0039357%,
Positive: 0.9957664%",POSITIVE
anch'io mi sento tremante stamattina dopo averli presi,fear,"Negative: 0.5727044%,
Neutral: 0.2242088%,
Positive: 0.2030869%",NEGATIVE
mi sento come se avessero affrettato la relazione,sadness,"Negative: 0.3467156%,
Neutral: 0.6509655%,
Positive: 0.0023190%",NEUTRAL
Ritengo che questi sentimenti dovrebbero essere repressi e non espressi,optimism,"Negative: 0.9868090%,
Neutral: 0.0127862%,
Positive: 0.0004048%",NEGATIVE
mi sono trovato sopraffatto dalla gelosia e dal disprezzo per me stesso e mi sono ritrovato a provare questo nei confronti della vita dei miei dolci amici e conoscenti come rappresentata sui social media,sadness,"Negative: 0.6962658%,
Neutral: 0.0470757%,
Positive: 0.2566584%",NEGATIVE
Mi sento l'ultima volta che sei quello che si sente paranoico,fear,"Negative: 0.9889011%,
Neutral: 0.0106657%,
Positive: 0.0004331%",NEGATIVE
so come ci si sente ad essere torturati,sadness,"Negative: 0.0315637%,
Neutral: 0.9661352%,
Positive: 0.0023012%",NEUTRAL
ti dirò che mi sento piuttosto rinvigorito,joy,"Negative: 0.0087760%,
Neutral: 0.0835040%,
Positive: 0.9077200%",POSITIVE
ho sfogato i miei sentimenti verso la patetica scusa di un comunicato,anger,"Negative: 0.9718121%,
Neutral: 0.0278522%,
Positive: 0.0003357%",NEGATIVE
ho immaginato i terreni lì e non vedo l'ora di tornarci,optimism,"Negative: 0.0002216%,
Neutral: 0.0131271%,
Positive: 0.9866513%",POSITIVE
sento la tua presenza come un tocco gentile,optimism,"Negative: 0.0000955%,
Neutral: 0.0046350%,
Positive: 0.9952695%",POSITIVE
Mi sento ancora un po' stanco per la perdita di sonno e cerco di dormire più a lungo possibile ogni mattina,sadness,"Negative: 0.9944153%,
Neutral: 0.0050204%,
Positive: 0.0005642%",NEGATIVE
"Mi sentirei così, non so, forse un po' risentito",sadness,"Negative: 0.0198990%,
Neutral: 0.9169942%,
Positive: 0.0631067%",NEUTRAL
ho iniziato a usarlo per la prima volta non mi piaceva perché mi sembrava che mi sporcasse molto i capelli anche se mi ero appena lavato i capelli,sadness,"Negative: 0.9968611%,
Neutral: 0.0028136%,
Positive: 0.0003254%",NEGATIVE
guardo la loro situazione e mi sento così geloso che quasi non riesco a sopportarlo,sadness,"Negative: 0.3962055%,
Neutral: 0.2577849%,
Positive: 0.3460096%",NEGATIVE
mi sento trionfante oggi,joy,"Negative: 0.0001126%,
Neutral: 0.0103669%,
Positive: 0.9895205%",POSITIVE
sento che lo scrittore vuole che io la pensi così e affermare che non gli piacciono più le pulsar è un personaggio meschino ed esilarante,anger,"Negative: 0.0220282%,
Neutral: 0.0189071%,
Positive: 0.9590647%",POSITIVE
Mi sento sentimentale o ho bisogno di rassicurazione,sadness,"Negative: 0.4650859%,
Neutral: 0.5301136%,
Positive: 0.0048006%",NEUTRAL
Non ho mai letto che spieghi perché mi sento sempre così e mi rassicura che non sono solo difettoso in qualche modo,sadness,"Negative: 0.0034330%,
Neutral: 0.0360747%,
Positive: 0.9604923%",POSITIVE
"Vengo in contatto regolarmente e prima riesco a capire come essere gentile con loro in tutte le situazioni, prima si sentiranno apprezzati, apprezzati, amati e nascerà il desiderio di imparare a trasmettere quella gentilezza agli altri come sto imparando a fare Fare",optimism,"Negative: 0.0001751%,
Neutral: 0.0033297%,
Positive: 0.9964953%",POSITIVE
"Ho provato ad aggiungere qualsiasi altro tipo di formaggio e stiamo parlando di piccole quantità, mi sono sentito di nuovo di merda",anger,"Negative: 0.9909348%,
Neutral: 0.0041203%,
Positive: 0.0049449%",NEGATIVE
"Mi sembra di condividere la stessa passione per i tour a lunga distanza e per le Harley Davidson, quindi sono sicuro che annoieremo fino alle lacrime ogni persona a portata d'orecchio",joy,"Negative: 0.0001247%,
Neutral: 0.0022591%,
Positive: 0.9976162%",POSITIVE
"non so se sia principalmente perché si sta sforzando di distrarsi o se si sente più determinato o cosa, ma penso che anche se sta ancora soffrendo sta imparando ad affrontarlo kame prende fiato",optimism,"Negative: 0.6767122%,
Neutral: 0.3173152%,
Positive: 0.0059727%",NEGATIVE
Aiuto mia figlia quando si sente arrabbiata,anger,"Negative: 0.0282575%,
Neutral: 0.9703093%,
Positive: 0.0014332%",NEUTRAL
mi sento malissimo quando ferisco peggio i sentimenti delle persone in seguito e spero sempre di non farlo mai più,sadness,"Negative: 0.9941666%,
Neutral: 0.0052603%,
Positive: 0.0005731%",NEGATIVE
mi sento un po' glamour e ho bagnato il pennello,joy,"Negative: 0.0003031%,
Neutral: 0.0028621%,
Positive: 0.9968348%",POSITIVE
"ti sento così, quindi non aver paura e prega ancora, ho bisogno che tu torni indietro nel tempo, perdona i miei peccati, così, pigrizia",optimism,"Negative: 0.1378772%,
Neutral: 0.6072710%,
Positive: 0.2548518%",NEUTRAL
sono cresciuto sentendomi brutto e inadeguato,sadness,"Negative: 0.9874424%,
Neutral: 0.0122075%,
Positive: 0.0003501%",NEGATIVE
mi sento davvero realizzato dopo essere stato imbarazzato da questi vestiti e pronto a donarli a un ente di beneficenza o a buttarli via,joy,"Negative: 0.9972370%,
Neutral: 0.0021349%,
Positive: 0.0006281%",NEGATIVE
non credo che siamo ancora a quel punto e prevedo molto traffico tra il mio letto e la culla finché lui non sarà abbastanza grande da non pensare più che io sia l'unica risposta accettabile nell'oscurità,sadness,"Negative: 0.3233902%,
Neutral: 0.4471450%,
Positive: 0.2294648%",NEUTRAL
So che mi sento malissimo quando chiedo a mio marito di guardare Audrey giusto il tempo necessario per farmi una doccia,sadness,"Negative: 0.9583560%,
Neutral: 0.0408858%,
Positive: 0.0007581%",NEGATIVE
"Odio me stesso per sentirmi così infastidito dalla parola squadra, dalla parola badminton",anger,"Negative: 0.9922849%,
Neutral: 0.0071379%,
Positive: 0.0005773%",NEGATIVE
potevo entrare in empatia con Tab a causa degli ormoni in tempesta e la sensazione di connessione come se qualcun altro ti facesse credere che sei intelligente e meriti attenzione,anger,"Negative: 0.0217729%,
Neutral: 0.3245568%,
Positive: 0.6536704%",POSITIVE
Mi sento così rinvigorito che dimentico completamente cosa vuol dire avere il raffreddore,joy,"Negative: 0.0026434%,
Neutral: 0.0399969%,
Positive: 0.9573597%",POSITIVE
Non ti darò troppo nel caso ti sentissi avido,optimism,"Negative: 0.0129545%,
Neutral: 0.1512152%,
Positive: 0.8358303%",POSITIVE
"ti dico che ti amo e che i miei sentimenti sono sinceri, mia cara",joy,"Negative: 0.0001457%,
Neutral: 0.0009652%,
Positive: 0.9988891%",POSITIVE
"sento il dolore nelle vene, è così vanitoso, sono pazzo",anger,"Negative: 0.9903536%,
Neutral: 0.0090327%,
Positive: 0.0006136%",NEGATIVE
sento che mi preoccupo troppo e molto per cose futili come,sadness,"Negative: 0.9816119%,
Neutral: 0.0179619%,
Positive: 0.0004262%",NEGATIVE
volevo ringraziarli tutti per aver dato a me e a Jordan la possibilità di stare insieme senza alcuna distrazione e per averci fatto sentire così accolti e amati,joy,"Negative: 0.0001482%,
Neutral: 0.0019968%,
Positive: 0.9978550%",POSITIVE
